,battery_id,battery_formula,framework_formula,formula_charge,formula_discharge,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,id_charge,id_discharge
74,mp-761188_Li,Li1-3V3(CoO6)2,V3(CoO6)2,LiV3(CoO6)2,Li3V3(CoO6)2,4.082444910833336,110.86291751356694,355.4266005793126,452.5917534033972,1451.0095167098075,mp-761188,mp-774919
75,mp-1344934_Li,Li0-1La8Cu3O16,La8Cu3O16,La8Cu3O16,LiLa8Cu3O16,0.17158647333335364,17.127591862381763,118.27864140061399,2.938863084359133,20.29501494859175,mp-1371146,mp-1344934
76,mp-754449_Li,Li4-5Cu2Ni5O12,Cu2Ni5O12,Li4Cu2Ni5O12,Li5Cu2Ni5O12,3.804458318333336,41.407801579471844,206.1716313677424,157.5342551629179,784.3713779613618,mp-849405,mp-754449
77,mp-756554_Li,Li3-4Cu3TeO8,Cu3TeO8,Li3Cu3TeO8,Li4Cu3TeO8,2.7089608733333295,56.54354317992572,284.4469697763244,153.1742461140524,770.555711662291,mp-772822,mp-756554
78,mp-752604_Li,Li0-2VCo3O8,VCo3O8,VCo3O8,Li2VCo3O8,4.186523248333335,145.02248526673344,690.7520940006278,607.140006100258,2891.849700368561,mp-752604,mp-757835
79,mp-1096945_Li,Li0-0.5DyMn2O4,DyMn2O4,DyMn2O4,LiDy2Mn4O8,0.9469528733333494,39.43201316074271,224.30741524038177,37.34025816388376,212.40855137185625,mp-1096958,mp-1235635
80,mp-768553_Li,Li2-3Cu2(SO4)3,Cu2(SO4)3,Li2Cu2(SO4)3,Li3Cu2(SO4)3,3.2213426833333374,61.45679675838791,185.1059133056842,197.97340257873685,596.2895794690008,mp-769636,mp-768553
81,mp-756390_Li,Li3-4MnCu3O8,MnCu3O8,Li3MnCu3O8,Li4MnCu3O8,3.329249773333335,66.7807811032492,308.31896100147134,222.32990035101545,1026.4708310285178,mp-756390,mp-756491
82,mp-774918_Li,Li1-1.5La7(CuO7)2,La7(CuO7)2,LiLa7(CuO7)2,Li3La14(CuO7)4,3.5260566333333303,10.04678745722653,68.44760086716673,35.42554155724371,241.35011707342545,mp-775959,mp-774918
83,mp-768303_Li,Li0-0.5DyNbO4,DyNbO4,DyNbO4,LiDy2Nb2O8,-0.016806966666673473,41.50448983357851,243.15086937809812,-0.6975645771502421,-4.08662855661037,mp-768303,mp-1236234
84,mp-1208179_Li,Li0-1TiH6(OF3)2,TiH6(OF3)2,TiH6(OF3)2,LiTiH6(OF3)2,1.6999003333333225,129.57286562026334,243.08313789108084,220.26095745883944,413.2171071287583,mp-1208179,mp-1235748
85,mp-752491_Li,Li0-3VCr(P2O7)2,VCr(P2O7)2,VCr(P2O7)2,Li3VCr(P2O7)2,3.4217692750000066,170.47580321319225,479.1902434618197,583.3288655658487,1639.6784519574276,mp-767779,mp-752491
86,mp-888265_Li,Li0-1La8Cu3O16,La8Cu3O16,La8Cu3O16,LiLa8Cu3O16,1.1301186133333136,17.127591862381763,118.27864140061399,19.356210365253826,133.66889420661016,mp-888651,mp-888265
87,mp-767157_Li,Li0-8Ti16CuS32,Ti16CuS32,Ti16CuS32,Li8Ti16CuS32,2.0207439545833354,112.19724334619788,358.7951339672894,226.7219012127447,725.033097898318,mp-767157,mp-774459
88,mp-756860_Li,Li1-3Mn5(CuO6)2,Mn5(CuO6)2,LiMn5(CuO6)2,Li3Mn5(CuO6)2,3.275343688333341,87.21629440759719,389.47495791109503,285.6633394077459,1275.6643451579987,mp-756860,mp-849464
89,mp-756257_Li,Li1-3V4CuO12,V4CuO12,LiV4CuO12,Li3V4CuO12,3.7395973733333436,111.64311312681286,348.4558948961691,417.50029259978675,1303.0847492762337,mp-756257,mp-756355
