mp-1176286,-1.8475681003394397
mp-1175418,-1.7292236985937501
mp-1100742,-1.6571427903394396
mp-1100750,-1.7888383584644396
mp-1174408,-1.6529556374702372
mp-757276,-2.859488923333334
mp-1174121,-1.9163955242205466
mp-1174377,-1.7216637843055551
mp-1173979,-2.0267936123455463
mp-1174664,-1.7838710658938837
mp-1176945,-1.8610854892638893
mp-1295190,-1.9946427792205466
mp-755504,-2.771723154897629
mp-1174026,-1.6985312603749996
mp-26535,-2.54029402525
mp-758900,-2.447643451992754
mp-1174508,-1.8673966153831418
mp-756644,-1.3150145962638893
mp-757966,-2.4627282405
mp-1174546,-2.0731894412787355
mp-780319,-2.364800994902806
mp-1174160,-1.8348484971623558
mp-1176312,-1.6964824931519393
mp-1174510,-1.8121333645498083
mp-1174331,-1.6815835992559514
mp-1100751,-1.7089125062769392
mp-1175445,-1.7056855989062507
mp-1174556,-1.875373209465312
mp-1100499,-2.140759892047414
mp-1174467,-1.9340593391331413
mp-760036,-2.0051779270416668
mp-1173879,-1.781868955486111
mp-1100528,-2.0497506170474136
mp-760655,-2.5453850169047607
mp-1176272,-1.8059059744019397
mp-1174084,-1.8508649451681045
mp-1174531,-1.8709275208938831
mp-1174274,-1.7148647701388893
mp-770997,-3.1599348121527773
mp-1640528,-2.043304998335728
mp-26679,-2.2613518562499997
mp-1176304,-1.826312966276939
mp-1174075,-1.9432431401681036
mp-759151,-2.1716355452651523
mp-1174359,-2.126153352384031
mp-1100743,-1.787563435651939
mp-1174221,-1.793867032668104
mp-865750,-2.0162225899305564
mp-1175497,-1.6506346060937505
mp-1174247,-1.9091798621681044
mp-752747,-2.5422908900378784
mp-1176296,-1.8405013219019395
mp-780295,-2.6682189627777784
mp-1174342,-1.6667617059722215
mp-1176316,-1.8216069665894397
mp-1173926,-2.119856385141283
mp-1176287,-1.8565213028394396
mp-1100495,-2.1232844767349137
mp-1650552,-2.0688480341690614
mp-1174505,-1.9187764728831418
mp-1174099,-1.9404404841681036
mp-1174250,-1.7001570131845227
mp-766202,-2.8570585603472227
mp-1174527,-1.810827279133142
mp-1667041,-2.084850283752394
mp-756983,-2.401124307210145
mp-1100738,-1.8054056234644396
mp-753094,-2.592825653906251
mp-1174184,-1.839992669168104
mp-1176318,-1.7896324153394394
mp-1174643,-1.7544779451795978
mp-1174485,-1.902723350799808
mp-1175474,-1.860869087839439
mp-25248,-1.5311034100641026
mp-25845,-2.53991149454861
mp-1174365,-1.6970677809722226
mp-754433,-2.1289362288541662
mp-756597,-3.1415916413194442
mp-1174564,-1.8037065726795976
mp-1174551,-1.815304094966475
mp-26677,-2.4726181575000004
mp-756986,-2.1270020974305552
mp-764764,-2.1570966180411886
mp-1174493,-1.9051678353831416
mp-860886,-2.446910659351852
mp-753093,-2.973846921130953
mp-1174102,-1.9459540906681034
mp-1100500,-2.1183989389224136
mp-755013,-2.6548004927651516
mp-759969,-2.1964740220847703
mp-1100498,-2.1174176179849136
mp-1175378,-2.106001537832855
mp-1175365,-2.125497734499522
mp-35975,-2.1497753271527773
mp-1100733,-1.7729505672144397
mp-1175379,-1.7135287392187504
mp-1272606,-2.0811843498333333
mp-754887,-2.71117258905303
mp-26691,-2.396521456904762
mp-1175480,-1.6981205082812503
mp-559554,-2.0192788557638894
mp-753282,-2.7991490911925285
mp-1643524,-2.075311154377394
mp-1176297,-1.801754231589439
mp-1175382,-1.7073877882812507
mp-1977559,-2.036982796460728
mp-1174015,-2.124659054461207
mp-771155,-1.7633126659722222
mp-1638910,-2.1300216928328553
mp-1100493,-2.1258312245474142
mp-29364,-2.1987845691287884
mp-1100496,-2.128194381109914
mp-1100486,-2.122528163609914
mp-1173973,-2.0268924160955466
mp-1175279,-2.045754714794061
mp-1173951,-1.8899449943079496
mp-1174550,-2.1100697300287354
mp-1176285,-1.8489102875269392
mp-1100489,-2.117157225172414
mp-753588,-2.7514865269068145
mp-861577,-2.476524739236112
mp-1175362,-2.1253047807495213
mp-1173880,-1.7099157021527773
mp-1175278,-2.0427627035440614
mp-1222819,-1.7187168568749989
mp-765779,-2.472533599384058
mp-757646,-2.5804759887212643
mp-504158,-2.5697063114843752
mp-26453,-2.539058653043104
mp-1175281,-2.0450985677107276
mp-1174196,-1.7406571984722217
mp-1176265,-1.8446921519019392
mp-18988,-2.18074887680795
mp-1174068,-2.121477718961207
mp-1175360,-2.0968285857495217
mp-1175380,-1.7105696539062505
mp-779455,-2.966947260625
mp-775130,-2.2048199063194454
mp-1175277,-2.042384711044061
mp-1175282,-1.9924635606273948
mp-1175447,-1.7067469482812507
mp-26489,-2.6250676049999995
mp-1100744,-1.7859378859644393
mp-1175415,-1.7267334282812508
mp-553950,-2.488681602210144
mp-1304043,-2.0220045864080465
mp-1176275,-1.8534555440894396
mp-1174542,-1.8667889837510268
mp-1661932,-2.670227580476191
mp-1176994,-2.6132786038888884
mp-1174167,-1.724604956095546
mp-1100746,-1.7690935862769397
mp-752603,-2.3808045547727286
mp-754063,-2.243440235104167
mp-1174588,-1.7944894694653126
mp-1176323,-1.8003044137769395
mp-760214,-1.8963651790287364
mp-1175471,-1.6739214298437508
mp-759692,-2.430680354097223
mp-1222767,-2.390967719583334
mp-530102,-2.1106854010937504
mp-1174554,-2.137287169403735
mp-754749,-2.4992386854166666
mp-1174337,-2.1435111770268884
mp-1174174,-1.6370447094791665
mp-1174373,-2.1239288273840313
mp-1175280,-2.044348337502394
mp-26911,-2.5801200424218758
mp-1174390,-1.6818046153273798
mp-757905,-2.8112228414285707
mp-26901,-2.4528518289843753
mp-756461,-2.051889369611224
mp-755151,-2.859697264791668
mp-545467,-1.5831060550000002
mp-1100484,-2.1301218361099137
mp-755818,-2.659546374345237
mp-1174039,-1.679373788854166
mp-754101,-1.6834301483333332
mp-1174592,-1.8057768766081697
mp-1174306,-1.7901305041681035
mp-1174074,-1.9161743816681045
mp-1174240,-1.8998703711681038
mp-1100490,-2.117337477047414
mp-1174650,-1.722335144822455
mp-755566,-2.0333722073333336
mp-1174098,-2.0164973776580464
mp-1174410,-2.1270020123840316
mp-753558,-2.4449716121225182
mp-1173992,-1.8467472971623557
mp-560555,-1.8490418401984128
mp-1100749,-1.7860312919019394
mp-768747,-2.302052945092593
mp-1100492,-2.1435123117349137
mp-1174012,-1.6893294126041658
mp-1174281,-1.6071621758749992
mp-1174500,-1.853832343299808
mp-1100741,-1.8145106984644395
mp-1173889,-1.6874664913194444
mp-767011,-2.427946626338601
mp-861240,-2.843124783541666
mp-1174540,-2.120235391278735
mp-556550,-1.5856799071527778
mp-1100736,-1.7883356415894394
mp-1175390,-1.7055030454687508
mp-1176308,-1.8549057275269396
mp-1173945,-2.119347757461207
mp-1173939,-2.115474223891283
mp-770727,-2.6833161333333337
mp-1174299,-2.124457915598317
mp-1175436,-1.7024900182812504
mp-1100753,-1.7223225578394397
mp-1174060,-1.8039456477873559
mp-758018,-2.545702109761904
mp-1181529,-1.714463207535714
mp-1175395,-1.8511116303394397
