mp-1174572,-1.7463403153831412
mp-1174053,-1.9581154436681039
mp-754136,-1.6611715689852722
mp-1173894,-1.6867142613194446
mp-1100487,-2.1269537114224137
mp-1173928,-2.123239923474616
mp-1173983,-1.6743544018749994
mp-752830,-2.647930049702381
mp-1174501,-1.8993497499664755
mp-764889,-1.9149980709615382
mp-1176306,-1.7485277312769396
mp-1176084,-1.5869490370312507
mp-26399,-2.709490654047618
mp-754028,-1.9366894921969702
mp-1173964,-2.118514426461207
mp-1176309,-1.8328248528394395
mp-1176277,-1.8480962697144392
mp-1174085,-1.8558688527873555
mp-1100480,-2.1043135098599137
mp-1174534,-1.8686239941081695
mp-752502,-2.5762665207638897
mp-1175581,-2.0169926986661886
mp-1176322,-1.8122848709644392
mp-850355,-2.299197642314815
mp-1639755,-2.042615705002395
mp-1173952,-2.1498656384612067
mp-1175492,-1.6958962285937504
mp-1639391,-2.071505447085728
mp-770101,-1.987699903486154
mp-1222509,-1.9898879905303035
mp-776565,-2.2545907777777767
mp-1176310,-1.831178383151939
mp-1174463,-2.035368852741174
mp-1174623,-1.7521876883938836
mp-1222520,-2.189917868283046
mp-758858,-2.6656230573611115
mp-1100739,-1.8099671834644395
mp-1175162,-2.075070416877395
mp-1174548,-1.828613586965312
mp-1174091,-2.011309823595546
mp-1174401,-1.6967838484722222
mp-1174378,-2.129191469526888
mp-1174593,-1.7889300001795985
mp-1277330,-1.7293285438333328
mp-752763,-2.55946121703125
mp-1174498,-2.1390812131537347
mp-758448,-2.0187207370416664
mp-1100485,-2.124279824547414
mp-1174578,-1.8650105687164746
mp-754754,-1.6450768608333333
mp-1174029,-1.9484796931681039
mp-1100747,-1.796990998151939
mp-760200,-2.6745288290909097
mp-4630,-1.8595354829861108
mp-752654,-1.667213984772728
mp-1175383,-1.7024493189062504
mp-759381,-2.4839402475
mp-1175515,-1.6170519970312505
mp-1174340,-1.6305573518055556
mp-1177943,-1.8367661678333327
mp-753111,-2.335877131597222
mp-1100730,-1.768577273151939
mp-1175290,-2.0440713845857275
mp-753906,-2.387250291599617
mp-1174064,-1.9524304956681042
mp-1174574,-1.789235855179598
mp-1174495,-1.9008164632998081
mp-1174158,-1.6686006738749994
mp-759868,-2.418784698499999
mp-1222442,-1.8058005881666666
mp-1174652,-1.9493325675287352
mp-1174291,-1.705623358541666
mp-1176324,-1.7831511397144393
mp-1174353,-1.6263395642559513
mp-1100488,-2.122507193922414
mp-1176314,-1.844114461589439
mp-758805,-2.668477246944444
mp-1100494,-2.128560825797414
mp-1174278,-1.8998798526681036
mp-1174571,-1.757716315799808
mp-757087,-2.2986748765972216
mp-849695,-1.820802931319444
mp-26347,-2.595605276904761
mp-1174222,-1.681553565684523
mp-770649,-2.542776063674242
mp-26575,-2.547635933333333
mp-1174526,-1.8263135057998088
mp-755675,-2.5697655264583323
mp-725456,-2.0331354921969695
mp-1174515,-1.9070024978831412
mp-752518,-2.3583028870370373
mp-1174387,-2.1260692541697455
mp-1176291,-1.8195266106519394
mp-1174345,-1.668673815972222
mp-761276,-1.6737553320238092
mp-1175571,-1.7178264560937508
mp-1175359,-2.126682847207855
mp-755266,-3.028301929555554
mp-1174600,-1.8280379151795978
mp-780653,-2.484352810815843
mp-887724,-1.8750820942361106
mp-1180661,-0.7865156976851861
mp-1174502,-1.8182187232998086
mp-1175268,-2.0720081016690615
mp-1175375,-2.118108395332855
mp-1173970,-1.7107802623749997
mp-759482,-2.6585397448611108
mp-759243,-2.6812193104545456
mp-1174371,-1.6769830417559513
mp-1174049,-2.0255385473455467
mp-1174483,-1.6751739066331421
mp-1174575,-1.8369351644653125
mp-757635,-2.5496451829175646
mp-1174525,-1.824932842466475
mp-1174579,-1.8298141191081692
mp-767255,-2.4597137089492747
mp-1175361,-1.9310974122940614
mp-1174351,-2.1285996395268887
mp-1174041,-1.988741530461207
mp-1642922,-2.068477088752394
mp-1175347,-2.1283500905411885
mp-1174044,-1.6863690773749993
mp-1174581,-1.8677326441081692
mp-1239022,-1.6299903708333332
mp-1174562,-1.735570661965312
mp-1174003,-1.7332768226041662
mp-1174033,-1.653316124874999
mp-752568,-2.28097376745098
mp-1100752,-1.7316326478394393
mp-1174566,-1.872000609465312
mp-754870,-1.7556944588194447
mp-1174580,-1.8273765526795975
mp-1282942,-1.7626238687499995
mp-753146,-2.260159112294745
mp-761270,-2.2633296578846154
mp-1174059,-1.8434273321623555
mp-1174613,-1.8131262623224547
mp-5061,-2.3090241453472227
mp-1100497,-2.1416296298599136
mp-777497,-2.670784937777778
mp-1175354,-2.148347278874521
mp-1272313,-2.0535554644444436
mp-1277600,-2.1495762247162347
mp-1100748,-1.7594616947144397
mp-1291459,-2.0773589423333334
mp-1174519,-2.1393356431537347
mp-1174536,-1.8666875691081697
mp-1176293,-1.7430199494019396
mp-1174577,-1.4984932368055557
mp-1222601,-2.616485222291667
mp-754006,-2.5690925705208327
mp-726110,-2.4440425175000002
mp-1176283,-1.8431475544019396
mp-759491,-2.8879474306831243
mp-1174217,-1.8323111234123557
mp-1222526,-1.9801225604705461
mp-774317,-2.455684962671569
mp-757430,-2.273996968124999
mp-1280637,-1.7140619627083336
mp-1176242,-1.8515941056519392
mp-1174586,-1.829435169465312
mp-758533,-2.5023938154761893
mp-1100491,-2.118261799234914
mp-1176303,-1.7779190712769397
mp-1100740,-1.8221037390894397
mp-1280554,-2.4886968153496163
mp-761250,-2.1544932047916667
mp-1100745,-1.7708595847144393
mp-1175514,-1.6336384782812505
mp-760483,-1.6320515521527774
mp-1174640,-1.7956707573224548
mp-752946,-2.488333302708333
mp-1173890,-1.6819817254861107
mp-1174509,-1.6791284678831413
mp-887364,-2.6505061164062504
mp-1174036,-2.108680882961206
mp-1211132,-2.047303244097223
mp-1174116,-1.6552112394791658
mp-1176255,-1.8445430156519391
mp-26771,-2.6318215010069443
mp-1100505,-2.1408050686099136
mp-1280924,-1.9759129354195402
mp-767066,-2.416200057644927
