t, MSD, MSD_a, MSD_b, MSD_c, MSCD
8335, 0.2021040399629309, 0.07014203233399618, 0.06293198128841763, 0.06903002634051694, 0.25194709690802247
8380, 0.2028561543000062, 0.06535082802354378, 0.06860144020259672, 0.06890388607386606, 0.21496437450758488
8425, 0.2116226487076709, 0.07461611651232919, 0.06666161101573286, 0.07034492117960821, 0.2876753647705948
8470, 0.20904368255449515, 0.07628007752235062, 0.06531763855779824, 0.06744596647434516, 0.2594961119474489
8515, 0.1973240073875835, 0.0659398204403031, 0.06802743526517052, 0.06335675168210944, 0.2243337460727305
8560, 0.21341670730222823, 0.0711058318411054, 0.06998154939711052, 0.07232932606401313, 0.30344630619175594
8605, 0.20876515977071192, 0.07639316884196833, 0.06176932553612923, 0.0706026653926137, 0.233388774352146
8650, 0.20016540341030725, 0.060692385255637825, 0.06791699452444051, 0.07155602363022935, 0.294845927517895
8695, 0.21918900390059015, 0.07556470674990502, 0.07322697969262741, 0.07039731745805689, 0.28692549994305566
8740, 0.19975426477263125, 0.0671883116606794, 0.06345246752563481, 0.06911348558631764, 0.245090970993239
8785, 0.20674641637290686, 0.06816579185260892, 0.06872651349155137, 0.06985411102874546, 0.2910813694988375
8830, 0.21274457557520235, 0.07514456180213416, 0.06635818071677047, 0.07124183305629866, 0.26995445363718557
8875, 0.20803458299588845, 0.06575117382402729, 0.07415102155084309, 0.06813238762101835, 0.23865583412891575
8920, 0.20789259528903634, 0.07155817039036819, 0.06472449350626469, 0.07160993139240306, 0.31395878388163156
8965, 0.2223805260850819, 0.0740742681267008, 0.07378247965555354, 0.07452377830282686, 0.23230663697523127
9010, 0.20112260069975207, 0.06731061788681225, 0.06895377582613502, 0.06485820698680475, 0.2643835145766196
9055, 0.20738564425910833, 0.07097293571413293, 0.06482305228240302, 0.07158965626257181, 0.2719255572694845
9100, 0.21852708152331018, 0.06908668471725812, 0.07280988546986289, 0.07663051133618945, 0.21941342416291723
9145, 0.2037999609525326, 0.06654230691229156, 0.06346060894224473, 0.0737970450979967, 0.2726206799005108
9190, 0.21287471805268549, 0.06499167240113846, 0.07649170052041569, 0.07139134513113221, 0.2174248219442659
9235, 0.2073863257962405, 0.07003417114902619, 0.06363327069750219, 0.07371888394971252, 0.2601455177071881
9280, 0.20930581317017635, 0.06573129120961171, 0.07133026534774997, 0.07224425661281454, 0.215215540224874
9325, 0.21714878760379291, 0.07139257819081013, 0.06848372608530783, 0.07727248332767486, 0.24260526331522805
9370, 0.2148455023380157, 0.06909228969470722, 0.06671994954531463, 0.07903326309799369, 0.23806574268091285
9415, 0.22323848371843028, 0.07192328067342194, 0.07065815402618442, 0.08065704901882385, 0.316481353986985
9460, 0.21861776851006287, 0.07259577915782132, 0.07549015016737087, 0.07053183918487015, 0.24839980019661034
9505, 0.20836761695123762, 0.06772858839651509, 0.06482216852702394, 0.07581686002769947, 0.2336154839726186
9550, 0.22514546732905844, 0.07576255695867516, 0.06881252593683862, 0.08057038443354526, 0.29390898941943533
9595, 0.21261562347135063, 0.06028827769201136, 0.0737174637823387, 0.07860988199700134, 0.22313363124012606
9640, 0.2176110608317754, 0.0682667263664646, 0.07351914361702971, 0.07582519084828118, 0.2415064842665021
9685, 0.20360995891296957, 0.063126803729727, 0.07128772573950774, 0.0691954294437346, 0.2378291449832255
9730, 0.21608390345863354, 0.06676574251808254, 0.07306763185481291, 0.07625052908573857, 0.26161151754564654
9775, 0.21193239291148694, 0.060432633266905844, 0.07646466385153623, 0.07503509579304456, 0.20077535308868463
9820, 0.20288830209680847, 0.06011857025828738, 0.0705075876037529, 0.07226214423476834, 0.25083153569953026
9865, 0.19801031952456272, 0.06869203033791861, 0.0642222928806198, 0.06509599630602445, 0.12232999364694479
9910, 0.20661454146025482, 0.06235724808270843, 0.08562675156732243, 0.058630541810224084, 0.3657453654698711
9955, 0.22029189662085263, 0.08175108725804711, 0.07484077581943988, 0.06370003354336556, 0.2963110692755672
