,material_id,formula_pretty
2549,mp-1273426,Li2VO2F
2550,mp-1274092,Li2VO2F
2551,mp-1275346,Li2VO2F
2552,mp-1278467,Li2VO2F
2553,mp-1280725,Li2VO2F
2554,mp-1290831,Li2VO2F
2555,mp-1301550,Li2VO2F
2556,mp-752588,Li2VO2F
2557,mp-753043,Li2VO2F
2558,mp-753045,Li2VO2F
2559,mp-753128,Li2VO2F
2560,mp-753189,Li2VO2F
2561,mp-753438,Li2VO2F
2562,mp-758805,Li2VO2F
2563,mp-758858,Li2VO2F
2564,mp-759067,Li2VO2F
2565,mp-759119,Li2VO2F
2566,mp-759139,Li2VO2F
2567,mp-759482,Li2VO2F
2568,mp-762922,Li2VO2F
2569,mp-763051,Li2VO2F
2570,mp-763099,Li2VO2F
2571,mp-763174,Li2VO2F
2572,mp-763177,Li2VO2F
2573,mp-763182,Li2VO2F
2574,mp-763190,Li2VO2F
2575,mp-763193,Li2VO2F
2576,mp-763197,Li2VO2F
2577,mp-763198,Li2VO2F
2578,mp-763203,Li2VO2F
2579,mp-763205,Li2VO2F
2580,mp-763209,Li2VO2F
2581,mp-763212,Li2VO2F
2582,mp-763225,Li2VO2F
2583,mp-763345,Li2VO2F
2584,mp-763347,Li2VO2F
2585,mp-777412,Li2VO2F
2586,mp-777497,Li2VO2F
2587,mp-777778,Li2VO2F
2588,mp-780295,Li2VO2F
2589,mp-861538,Li2VO2F
2590,mp-881005,Li2VO2F
2591,mp-881153,Li2VO2F
2592,mp-772563,Li2VO2F3
2593,mp-774192,Li2VO3
2594,mp-861577,Li2VO3
2595,mp-1373278,Li2VO3F
2596,mp-759788,Li2VO3F
2597,mp-760211,Li2VO3F
2598,mp-761092,Li2VO3F
2599,mp-761101,Li2VO3F
2600,mp-801613,Li2VO3F
2601,mp-1177749,Li2VOF3
2602,mp-1293011,Li2VOF3
2603,mp-753093,Li2VOF3
2604,mp-757787,Li2VOF3
2605,mp-765507,Li2VOF3
2606,mp-767622,Li2VOF3
2607,mp-850895,Li2VOF3
2608,mp-1177748,Li2VOF4
2609,mp-1298606,Li2VOF4
2610,mp-1307846,Li2VOF4
2611,mp-1312877,Li2VOF4
2612,mp-759716,Li2VOF4
2613,mp-760282,Li2VOF4
2614,mp-761267,Li2VOF4
2615,mp-761271,Li2VOF4
2616,mp-764837,Li2VOF4
2617,mp-765589,Li2VOF4
2618,mp-765622,Li2VOF4
2619,mp-780857,Li2VOF4
2620,mp-752498,Li2VOF5
2621,mp-757198,Li2VOF5
2622,mp-760326,Li2VOF5
2623,mp-753083,Li3(FeO2)4
2624,mp-756480,Li3(FeO2)4
2625,mp-758469,Li3(FeO2)4
2626,mp-752476,Li3(FeO2)5
2627,mp-1177753,Li3(FeO3)2
2628,mp-1272244,Li3(FeO3)2
2629,mp-1276910,Li3(FeO3)2
2630,mp-1286090,Li3(FeO3)2
2631,mp-1305099,Li3(FeO3)2
2632,mp-752654,Li3(FeO3)2
2633,mp-753133,Li3(FeO3)2
2634,mp-755242,Li3(FeO3)2
2635,mp-760809,Li3(FeO3)2
2636,mp-1045574,Li3(NiO2)4
2637,mp-1313788,Li3(NiO2)4
2638,mp-754896,Li3(NiO2)4
2639,mp-755972,Li3(NiO2)4
2640,mp-758978,Li3(NiO2)4
2641,mp-764850,Li3(NiO2)4
2642,mp-1311345,Li3(NiO2)5
2643,mp-758803,Li3(NiO2)5
2644,mp-762165,Li3(NiO2)5
2645,mp-762930,Li3(NiO2)5
2646,mp-694965,Li3(NiO2)8
2647,mp-850218,Li35(FeO4)8
2648,mp-756169,Li3Cu(NiO2)4
2649,mp-754458,Li3Cu(NiO3)2
2650,mp-1177736,Li3Cu2Ni5O12
2651,mp-756343,Li3Cu4NiO8
2652,mp-861850,Li3CuNi3O8
2653,mp-868007,Li3CuNi3O8
2654,mp-1177754,Li3Fe(CuO2)4
2655,mp-755201,Li3Fe(CuO3)2
2656,mp-755329,Li3Fe(OF)2
2657,mp-761203,Li3Fe10O7F9
2658,mp-755106,Li3Fe2(CuO4)2
2659,mp-781767,Li3Fe2(CuO4)2
2660,mp-1177682,Li3Fe2(OF)3
2661,mp-755180,Li3Fe2CuO6
2662,mp-1177694,Li3Fe2OF5
2663,mp-756260,Li3Fe2OF5
2664,mp-773547,Li3Fe2OF5
2665,mp-755182,Li3Fe3(OF)4
2666,mp-756959,Li3Fe3CuO8
2667,mp-771398,Li3Fe3CuO8
2668,mp-1177704,Li3Fe3O8
2669,mp-1273581,Li3Fe3O8
2670,mp-1299455,Li3Fe3O8
2671,mp-1308681,Li3Fe3O8
2672,mp-756816,Li3Fe3O8
2673,mp-756955,Li3Fe3O8
2674,mp-758388,Li3Fe3O8
2675,mp-752956,Li3Fe3OF7
2676,mp-755122,Li3Fe3OF7
2677,mp-764593,Li3Fe3OF7
2678,mp-754277,Li3Fe4(OF3)3
2679,mp-755687,Li3Fe4(OF3)3
2680,mp-755873,Li3Fe4(OF3)3
2681,mp-756367,Li3Fe4CuO8
2682,mp-1411502,Li3Fe4O3F5
2683,mp-849305,Li3Fe4O3F5
2684,mp-856977,Li3Fe4O3F5
2685,mp-755806,Li3Fe5O12
2686,mp-758559,Li3Fe5O12
2687,mp-759319,Li3Fe5O12
2688,mp-586092,Li3Fe5O8
2689,mp-770655,Li3Fe5O9
2690,mp-1342745,Li3Fe5OF11
2691,mp-1376805,Li3Fe5OF11
2692,mp-778257,Li3Fe5OF11
2693,mp-779353,Li3Fe5OF11
2694,mp-807238,Li3Fe5OF11
2695,mp-752897,Li3Fe7O12
2696,mp-758878,Li3Fe8O3F13
2697,mp-777187,Li3Fe9O5F11
2698,mp-849473,Li3Fe9O5F11
2699,mp-849603,Li3Fe9O5F11
2700,mp-771350,Li3FeCu3O8
2701,mp-761233,Li3FeO2F
2702,mp-1663732,Li3FeO3
2703,mp-1665973,Li3FeO3
2704,mp-770885,Li3FeO3
2705,mp-770886,Li3FeO3
2706,mp-771894,Li3FeO3
2707,mp-1276702,Li3FeO4
2708,mp-1279318,Li3FeO4
2709,mp-1282942,Li3FeO4
2710,mp-754360,Li3FeO4
2711,mp-760335,Li3FeO4
2712,mp-764163,Li3FeO4
2713,mp-849528,Li3FeO4
2714,mp-1211341,Li3FeO6
2715,mp-752488,Li3FeOF3
2716,mp-775153,Li3FeOF3
2717,mp-777299,Li3FeOF3
2718,mp-887364,Li3FeOF3
2719,mp-754295,Li3FeOF4
2720,mp-756973,Li3Mn(CuO3)2
2721,mp-753308,Li3Mn(OF)2
2722,mp-753602,Li3Mn(OF)2
2723,mp-765992,Li3Mn(OF)2
2724,mp-685233,Li3Mn10O20
2725,mp-705636,Li3Mn10O20
2726,mp-1177832,Li3Mn28O56
2727,mp-757232,Li3Mn2CuO6
2728,mp-33314,Li3Mn2O4
2729,mp-673675,Li3Mn2O4
2730,mp-691164,Li3Mn2O4
2731,mp-1173945,Li3Mn2O5
2732,mp-1173947,Li3Mn2O5
2733,mp-1173952,Li3Mn2O5
2734,mp-1173961,Li3Mn2O5
2735,mp-1173962,Li3Mn2O5
2736,mp-1173964,Li3Mn2O5
2737,mp-1173969,Li3Mn2O5
2738,mp-1173972,Li3Mn2O5
2739,mp-1173991,Li3Mn2O5
2740,mp-1174008,Li3Mn2O5
2741,mp-1174015,Li3Mn2O5
2742,mp-1174036,Li3Mn2O5
2743,mp-1174041,Li3Mn2O5
2744,mp-1174068,Li3Mn2O5
2745,mp-1174157,Li3Mn2O5
2746,mp-1371686,Li3Mn2O5
2747,mp-753529,Li3Mn2OF5
2748,mp-753615,Li3Mn3(OF)4
2749,mp-753322,Li3Mn3O3F5
2750,mp-1410976,Li3Mn3O5F3
2751,mp-753419,Li3Mn3O5F3
2752,mp-33461,Li3Mn3O8
2753,mp-756538,Li3Mn3O8
2754,mp-758802,Li3Mn3O8
2755,mp-770608,Li3Mn3O8
2756,mp-761165,Li3Mn3OF7
2757,mp-753827,Li3Mn4CuO8
2758,mp-1003769,Li3Mn4O8
2759,mp-1045540,Li3Mn4O8
2760,mp-1080207,Li3Mn4O8
2761,mp-1080219,Li3Mn4O8
2762,mp-1097902,Li3Mn4O8
2763,mp-1097905,Li3Mn4O8
2764,mp-1177617,Li3Mn4O8
2765,mp-1177674,Li3Mn4O8
2766,mp-1289284,Li3Mn4O8
2767,mp-1305278,Li3Mn4O8
2768,mp-753028,Li3Mn4O8
2769,mp-753674,Li3Mn4O8
2770,mp-754894,Li3Mn4O8
2771,mp-760821,Li3Mn4O8
2772,mp-765459,Li3Mn4O8
2773,mp-849464,Li3Mn5(CuO6)2
2774,mp-753084,Li3Mn5O10
2775,mp-758528,Li3Mn5O2F9
2776,mp-754811,Li3Mn5O8
2777,mp-1342258,Li3Mn5OF11
2778,mp-1347196,Li3Mn5OF11
2779,mp-754023,Li3Mn5OF11
2780,mp-760153,Li3Mn5OF11
2781,mp-799530,Li3Mn5OF11
2782,mp-802235,Li3Mn5OF11
2783,mp-1177687,Li3Mn7O12
2784,mp-770710,Li3Mn7O16
2785,mp-1661801,Li3Mn8(OF3)4
2786,mp-763504,Li3Mn8(OF3)4
2787,mp-1222562,Li3Mn8O16
2788,mp-531365,Li3Mn8O16
2789,mp-756390,Li3MnCu3O8
2790,mp-780417,Li3MnNb4O12
2791,mp-756674,Li3MnO2F
2792,mp-759693,Li3MnO2F
2793,mp-754219,Li3MnO3
2794,mp-756408,Li3MnO3
2795,mp-770556,Li3MnO3
2796,mp-754245,Li3MnO4
2797,mp-764778,Li3MnO4
2798,mp-755504,Li3MnOF3
2799,mp-1276200,Li3MnOF4
2800,mp-753509,Li3MnOF4
2801,mp-1177575,Li3Nb(FeO2)4
2802,mp-754319,Li3Nb(NiO2)4
2803,mp-753638,Li3Nb2Fe3O10
2804,mp-773121,Li3Nb2VO6
2805,mp-756149,Li3Nb4FeO12
2806,mp-756616,Li3Nb4NiO12
2807,mp-753504,Li3Nb4VO12
2808,mp-753114,Li3NbFe3O8
2809,mp-757126,Li3NbFe3O8
2810,mp-763729,Li3NbFe3O8
2811,mp-772060,Li3NbFe3O8
2812,mp-757382,Li3NbNi3O8
2813,mp-1295016,Li3NbV2O6
2814,mp-1302141,Li3NbV2O6
2815,mp-754904,Li3NbV2O6
2816,mp-1304724,Li3NbV3O8
2817,mp-755454,Li3NbV3O8
2818,mp-769967,Li3NbV3O8
2819,mp-754577,Li3NbV4O8
2820,mp-1290913,Li3Ni(OF)2
2821,mp-761272,Li3Ni(OF)2
2822,mp-753703,Li3Ni2O2F3
2823,mp-859785,Li3Ni2OF5
2824,mp-758736,Li3Ni3O3F5
2825,mp-753329,Li3Ni3OF7
2826,mp-752750,Li3Ni4O4F3
2827,mp-756159,Li3Ni5O8
2828,mp-758143,Li3Ni5O8
2829,mp-1367449,Li3Ni5OF11
2830,mp-1368182,Li3Ni5OF11
2831,mp-753724,Li3Ni5OF11
2832,mp-765345,Li3Ni5OF11
2833,mp-801751,Li3Ni5OF11
2834,mp-801980,Li3Ni5OF11
2835,mp-1177647,Li3Ni7O12
2836,mp-759452,Li3Ni8(OF3)4
2837,mp-753400,Li3NiO2F
2838,mp-773516,Li3NiO3
2839,mp-1213623,Li3NiO6
2840,mp-752550,Li3NiOF3
2841,mp-753094,Li3NiOF3
2842,mp-755734,Li3Ti(FeO2)4
2843,mp-774498,Li3Ti(FeO3)2
2844,mp-1305999,Li3Ti(NiO2)4
2845,mp-756694,Li3Ti(NiO2)4
2846,mp-1275017,Li3Ti(NiO3)2
2847,mp-774353,Li3Ti(NiO3)2
2848,mp-1399132,Li3Ti2(FeO4)2
2849,mp-753140,Li3Ti2(FeO4)2
2850,mp-762702,Li3Ti2(FeO4)2
2851,mp-849144,Li3Ti2(FeO4)2
2852,mp-1290956,Li3Ti2(NiO4)2
2853,mp-752816,Li3Ti2(NiO4)2
2854,mp-753424,Li3Ti2(NiO4)2
2855,mp-762694,Li3Ti2Fe3O10
2856,mp-774337,Li3Ti2FeO6
2857,mp-753035,Li3Ti2Mn3O10
2858,mp-758512,Li3Ti2Mn5O12
2859,mp-756623,Li3Ti2MnO6
2860,mp-755155,Li3Ti2NiO6
2861,mp-763577,Li3Ti2V2O8
2862,mp-752510,Li3Ti2V3O10
2863,mp-760212,Li3Ti2V3O12
2864,mp-1177731,Li3Ti2V5O12
2865,mp-867959,Li3Ti2VO6
2866,mp-1177610,Li3Ti3VO8
2867,mp-1304492,Li3Ti3VO8
2868,mp-1315810,Li3Ti3VO8
2869,mp-752665,Li3Ti3VO8
2870,mp-756540,Li3Ti4MnO12
2871,mp-752543,Li3Ti4VO8
2872,mp-755163,Li3TiFe3O8
2873,mp-758622,Li3TiFe3O8
2874,mp-760345,Li3TiFe3O8
2875,mp-1292456,Li3TiMn2O6
2876,mp-1304450,Li3TiMn2O6
2877,mp-1304913,Li3TiMn2O6
2878,mp-762163,Li3TiMn2O6
2879,mp-755233,Li3TiMn3O8
2880,mp-759205,Li3TiMn3O8
2881,mp-765565,Li3TiMn3O8
2882,mp-1273456,Li3TiMn4O8
2883,mp-1290530,Li3TiMn4O8
2884,mp-1292671,Li3TiMn4O8
2885,mp-1307881,Li3TiMn4O8
2886,mp-771024,Li3TiMn4O8
2887,mp-1303223,Li3TiNi3O8
2888,mp-1305541,Li3TiNi3O8
2889,mp-1306670,Li3TiNi3O8
2890,mp-758244,Li3TiNi3O8
2891,mp-1273419,Li3TiV2O6
2892,mp-1275879,Li3TiV2O6
2893,mp-759411,Li3TiV2O6
2894,mp-754081,Li3TiV3O8
2895,mp-756307,Li3TiV3O8
2896,mp-757012,Li3TiV3O8
2897,mp-754706,Li3TiV4O8
2898,mp-753080,Li3V(OF)2
2899,mp-759168,Li3V(OF)2
2900,mp-772492,Li3V12O29
2901,mp-1567267,Li3V2(O2F)2
2902,mp-1567479,Li3V2(O2F)2
2903,mp-1572353,Li3V2(O2F)2
2904,mp-758185,Li3V2(O2F)2
2905,mp-759102,Li3V2(O2F)2
2906,mp-759243,Li3V2(O2F)2
2907,mp-759574,Li3V2(O2F)2
2908,mp-759687,Li3V2(O2F)2
2909,mp-759833,Li3V2(O2F)2
2910,mp-759947,Li3V2(O2F)2
2911,mp-759955,Li3V2(O2F)2
2912,mp-759979,Li3V2(O2F)2
2913,mp-760013,Li3V2(O2F)2
2914,mp-760064,Li3V2(O2F)2
2915,mp-760200,Li3V2(O2F)2
2916,mp-760221,Li3V2(O2F)2
2917,mp-761180,Li3V2(O2F)2
2918,mp-761181,Li3V2(O2F)2
2919,mp-761182,Li3V2(O2F)2
2920,mp-764397,Li3V2(O2F)2
2921,mp-764424,Li3V2(O2F)2
2922,mp-764429,Li3V2(O2F)2
2923,mp-765943,Li3V2(O2F)2
2924,mp-1280055,Li3V2(OF)3
2925,mp-765357,Li3V2(OF)3
2926,mp-1177506,Li3V2(OF)4
2927,mp-754864,Li3V2(OF)4
2928,mp-776500,Li3V2(OF)4
2929,mp-1177621,Li3V24O58
2930,mp-752603,Li3V2O6
2931,mp-762268,Li3V2O6
2932,mp-752612,Li3V2OF7
2933,mp-759089,Li3V3O3F5
2934,mp-806032,Li3V3O3F5
2935,mp-1396042,Li3V3O5F3
2936,mp-759132,Li3V3O5F3
2937,mp-765189,Li3V3O5F3
2938,mp-801976,Li3V3O5F3
2939,mp-1177493,Li3V3O8
2940,mp-1333053,Li3V4(OF3)3
2941,mp-1372233,Li3V4(OF3)3
2942,mp-753498,Li3V4(OF3)3
2943,mp-754854,Li3V4(OF3)3
2944,mp-755439,Li3V4(OF3)3
2945,mp-775947,Li3V4(OF3)3
2946,mp-778106,Li3V4(OF3)3
2947,mp-778178,Li3V4(OF3)3
2948,mp-778208,Li3V4(OF3)3
2949,mp-778226,Li3V4(OF3)3
2950,mp-778244,Li3V4(OF3)3
2951,mp-779062,Li3V4(OF3)3
2952,mp-805821,Li3V4(OF3)3
2953,mp-849712,Li3V4(OF3)3
2954,mp-850774,Li3V4(OF3)3
2955,mp-756355,Li3V4CuO12
2956,mp-752758,Li3V4O11F
2957,mp-765601,Li3V4O11F
2958,mp-850196,Li3V4O11F
2959,mp-752564,Li3V4O5F7
2960,mp-1337136,Li3V4O7F5
2961,mp-1372295,Li3V4O7F5
2962,mp-765375,Li3V4O7F5
2963,mp-775924,Li3V4O7F5
2964,mp-801464,Li3V4O7F5
2965,mp-806962,Li3V4O7F5
2966,mp-1275559,Li3V4O8
2967,mp-1284801,Li3V4O8
2968,mp-1289227,Li3V4O8
2969,mp-1302334,Li3V4O8
2970,mp-1307896,Li3V4O8
2971,mp-35796,Li3V4O8
2972,mp-762265,Li3V5O10
2973,mp-767752,Li3V5O10
2974,mp-1177476,Li3V5O12
2975,mp-1289331,Li3V5O12
2976,mp-752821,Li3V5O12
2977,mp-776224,Li3V5O12
2978,mp-777675,Li3V5O12
2979,mp-755775,Li3V5O14
2980,mp-755272,Li3V5O8
2981,mp-31372,Li3V6O13
2982,mp-542665,Li3V6O13
2983,mp-774495,Li3V6O13
2984,mp-756397,Li3V6O16
2985,mp-752640,Li3V7O12
2986,mp-1177632,Li3V8O11
2987,mp-757293,Li3V8O11
2988,mp-1177934,Li3V8O16
2989,mp-1222531,Li3V8ZnO16
2990,mp-1106342,Li3VO12
2991,mp-1367903,Li3VO3F
2992,mp-758195,Li3VO3F
2993,mp-764730,Li3VO3F
2994,mp-764860,Li3VO3F
2995,mp-764917,Li3VO3F
2996,mp-801385,Li3VO3F
2997,mp-1398000,Li3VO3F2
2998,mp-752990,Li3VO3F2
2999,mp-761111,Li3VO3F2
3000,mp-799262,Li3VO3F2
3001,mp-850210,Li3VO3F2
3002,mp-19219,Li3VO4
3003,mp-581162,Li3VO4
3004,mp-780660,Li3VOF4
3005,mp-757350,Li3VOF5
3006,mp-760816,Li3VOF5
3007,mp-765358,Li3VOF5
3008,mp-801461,Li3VOF5
3009,mp-759965,Li3VOF6
3010,mp-1307408,Li3Y(NiO3)2
3011,mp-1309972,Li3Y(NiO3)2
3012,mp-754436,Li3Y(NiO3)2
3013,mp-771780,Li3Zn(Fe5O8)4
3014,mp-1177501,Li3Zn2Fe19O32
3015,mp-771170,Li3Zn2Fe19O32
3016,mp-752950,Li4(FeO2)5
3017,mp-771396,Li4(FeO2)9
3018,mp-1211266,Li4(MoO4)3
3019,mp-758676,Li4(NiO2)11
3020,mp-757913,Li4(NiO2)5
3021,mp-758441,Li4(NiO2)5
3022,mp-762932,Li4(NiO2)5
3023,mp-763578,Li4(NiO2)5
3024,mp-774600,Li4(NiO2)7
3025,mp-850945,Li47(NiO4)8
3026,mp-849405,Li4Cu2Ni5O12
3027,mp-752986,Li4CuNi3O8
3028,mp-752518,Li4Fe(OF)2
3029,mp-849416,Li4Fe2Cu3O10
3030,mp-760830,Li4Fe2O5
3031,mp-770893,Li4Fe2O5
3032,mp-776522,Li4Fe2OF8
3033,mp-752847,Li4Fe3(OF3)2
3034,mp-753104,Li4Fe3CuO8
3035,mp-757201,Li4Fe3O8
3036,mp-771986,Li4Fe3O8
3037,mp-775127,Li4Fe3O8
3038,mp-754559,Li4Fe3OF11
3039,mp-764594,Li4Fe3OF8
3040,mp-799684,Li4Fe3OF8
3041,mp-849544,Li4Fe3OF8
3042,mp-756606,Li4Fe5Cu3O16
3043,mp-1333160,Li4Fe7(OF7)2
3044,mp-757088,Li4Fe7(OF7)2
3045,mp-759285,Li4Fe7(OF7)2
3046,mp-764476,Li4Fe7(OF7)2
3047,mp-799579,Li4Fe7(OF7)2
3048,mp-759241,Li4Fe7O12
3049,mp-756375,Li4FeCu3O8
3050,mp-752680,Li4FeO3
3051,mp-1346483,Li4FeO3F
3052,mp-755173,Li4FeO3F
3053,mp-755682,Li4FeO3F
3054,mp-756232,Li4FeO3F
3055,mp-780154,Li4FeO3F
3056,mp-807564,Li4FeO3F
3057,mp-755232,Li4FeO4
3058,mp-754592,Li4FeOF4
3059,mp-759422,Li4FeOF5
3060,mp-775155,Li4FeOF5
3061,mp-779064,Li4FeOF5
3062,mp-753522,Li4Mn(OF)2
3063,mp-764786,Li4Mn(OF)2
3064,mp-698705,Li4Mn13O24
3065,mp-849495,Li4Mn2Cu3O10
3066,mp-753323,Li4Mn2OF7
3067,mp-753977,Li4Mn3(OF3)2
3068,mp-753462,Li4Mn3(OF3)3
3069,mp-773427,Li4Mn3CuO8
3070,mp-772110,Li4Mn3Nb5O16
3071,mp-1177385,Li4Mn3NbO8
3072,mp-1302578,Li4Mn3NbO8
3073,mp-1304742,Li4Mn3NbO8
3074,mp-1305382,Li4Mn3NbO8
3075,mp-1310474,Li4Mn3NbO8
3076,mp-1311406,Li4Mn3NbO8
3077,mp-1311588,Li4Mn3NbO8
3078,mp-1313407,Li4Mn3NbO8
3079,mp-1318717,Li4Mn3NbO8
3080,mp-1396411,Li4Mn3NbO8
3081,mp-756901,Li4Mn3NbO8
3082,mp-771729,Li4Mn3NbO8
3083,mp-753944,Li4Mn3O5F3
3084,mp-753146,Li4Mn3O6F
3085,mp-1174220,Li4Mn3O7
3086,mp-1174244,Li4Mn3O7
3087,mp-1174248,Li4Mn3O7
3088,mp-1174275,Li4Mn3O7
3089,mp-1174283,Li4Mn3O7
3090,mp-1174285,Li4Mn3O7
3091,mp-1174287,Li4Mn3O7
3092,mp-1174288,Li4Mn3O7
3093,mp-1174294,Li4Mn3O7
3094,mp-1174296,Li4Mn3O7
3095,mp-1174297,Li4Mn3O7
3096,mp-1174299,Li4Mn3O7
3097,mp-1174308,Li4Mn3O7
3098,mp-1174312,Li4Mn3O7
3099,mp-1174316,Li4Mn3O7
3100,mp-1174320,Li4Mn3O7
3101,mp-1174322,Li4Mn3O7
3102,mp-1174323,Li4Mn3O7
3103,mp-1174326,Li4Mn3O7
3104,mp-1174330,Li4Mn3O7
3105,mp-1174337,Li4Mn3O7
3106,mp-1174348,Li4Mn3O7
3107,mp-1174351,Li4Mn3O7
3108,mp-1174359,Li4Mn3O7
3109,mp-1174373,Li4Mn3O7
3110,mp-1174378,Li4Mn3O7
3111,mp-1174387,Li4Mn3O7
3112,mp-1174410,Li4Mn3O7
3113,mp-1174463,Li4Mn3O7
3114,mp-771777,Li4Mn3O8
3115,mp-779008,Li4Mn3O8
3116,mp-753457,Li4Mn3OF11
3117,mp-753461,Li4Mn3OF11
3118,mp-753502,Li4Mn3OF11
3119,mp-861557,Li4Mn3OF11
3120,mp-759970,Li4Mn3OF8
3121,mp-764336,Li4Mn3OF8
3122,mp-849279,Li4Mn3OF8
3123,mp-849516,Li4Mn5(CuO6)2
3124,mp-752865,Li4Mn5Cu3O16
3125,mp-1177346,Li4Mn5CuO12
3126,mp-753851,Li4Mn5CuO12
3127,mp-772148,Li4Mn5Nb3O16
3128,mp-756259,Li4Mn5NbO12
3129,mp-757628,Li4Mn5O10
3130,mp-763609,Li4Mn5O10
3131,mp-691115,Li4Mn5O12
3132,mp-752744,Li4Mn5O9F
3133,mp-753850,Li4Mn5O9F
3134,mp-763819,Li4Mn7(OF7)2
3135,mp-758315,Li4Mn7O12
3136,mp-757932,Li4Mn7O16
3137,mp-753956,Li4Mn7O9F7
3138,mp-753840,Li4Mn8O13F3
3139,mp-766808,Li4Mn8O13F3
3140,mp-765998,Li4Mn8O9F7
3141,mp-1177463,Li4Mn9O18
3142,mp-756491,Li4MnCu3O8
3143,mp-1344975,Li4MnO2F3
3144,mp-753501,Li4MnO2F3
3145,mp-759014,Li4MnO2F3
3146,mp-802090,Li4MnO2F3
3147,mp-1291001,Li4MnO3
3148,mp-755396,Li4MnO3
3149,mp-753101,Li4MnO3F
3150,mp-760393,Li4MnOF4
3151,mp-759491,Li4MnOF5
3152,mp-766389,Li4MnOF5
3153,mp-554485,Li4Mo3O8
3154,mp-566257,Li4Mo3O8
3155,mp-690551,Li4Mo3O8
3156,mp-541578,Li4Mo5O17
3157,mp-1415265,Li4MoO5
3158,mp-19117,Li4MoO5
3159,mp-675020,Li4MoO5
3160,mp-795937,Li4MoO5
3161,mp-774238,Li4Nb(FeO4)3
3162,mp-769502,Li4Nb2Fe3O10
3163,mp-768591,Li4Nb3Fe5O16
3164,mp-772554,Li4Nb3V5O16
3165,mp-770888,Li4Nb5V3O16
3166,mp-755337,Li4NbFe3O8
3167,mp-770958,Li4NbFe3O8
3168,mp-756145,Li4NbFe5O12
3169,mp-754424,Li4NbNi3O8
3170,mp-754328,Li4NbV3O8
3171,mp-769928,Li4NbV3O8
3172,mp-753213,Li4Ni2OF7
3173,mp-758172,Li4Ni3(OF3)2
3174,mp-753092,Li4Ni3O3F4
3175,mp-761276,Li4Ni3O6F
3176,mp-766892,Li4Ni5O9
3177,mp-859156,Li4Ni7(OF7)2
3178,mp-768091,Li4Ni7O11
3179,mp-758275,Li4Ni7O12
3180,mp-764792,Li4Ni8O9F7
3181,mp-753143,Li4NiOF4
3182,mp-759041,Li4Ti2Fe3O10
3183,mp-758960,Li4Ti2Fe5O12
3184,mp-752796,Li4Ti2Mn3O10
3185,mp-759056,Li4Ti2Mn3O10
3186,mp-759589,Li4Ti2Mn5O12
3187,mp-769508,Li4Ti2Mn7O18
3188,mp-758922,Li4Ti2Ni3O10
3189,mp-759757,Li4Ti2Ni5O12
3190,mp-758896,Li4Ti2V3O10
3191,mp-759236,Li4Ti2V5O12
3192,mp-769491,Li4Ti2V7O18
3193,mp-753168,Li4Ti3(FeO4)3
3194,mp-1378345,Li4Ti3(NiO4)3
3195,mp-752963,Li4Ti3(NiO4)3
3196,mp-771001,Li4Ti3Fe5O16
3197,mp-771498,Li4Ti3Fe5O16
3198,mp-772971,Li4Ti3Mn5O16
3199,mp-769513,Li4Ti3Mn6O18
3200,mp-754722,Li4Ti3MnO8
3201,mp-753117,Li4Ti3V3O12
3202,mp-777694,Li4Ti3V5O16
3203,mp-1177271,Li4Ti3V6O18
3204,mp-753208,Li4Ti3VO8
3205,mp-760347,Li4Ti3VO8
3206,mp-1177296,Li4Ti4Fe5O18
3207,mp-769512,Li4Ti4Mn5O18
3208,mp-769487,Li4Ti4V5O18
3209,mp-777591,Li4Ti5Fe3O16
3210,mp-777417,Li4Ti5Mn3O16
3211,mp-766836,Li4Ti5Mn4O18
3212,mp-771000,Li4Ti5Ni3O16
3213,mp-774230,Li4Ti5V3O16
3214,mp-755728,Li4Ti5VO12
3215,mp-760000,Li4Ti5VO12
3216,mp-1177243,Li4TiFe3O8
3217,mp-769962,Li4TiFe3O8
3218,mp-755645,Li4TiFe5O12
3219,mp-754102,Li4TiMn3O8
3220,mp-760999,Li4TiMn3O8
3221,mp-754620,Li4TiMn5O12
3222,mp-769509,Li4TiMn8O18
3223,mp-1277563,Li4TiNi3O8
3224,mp-1298695,Li4TiNi3O8
3225,mp-1303744,Li4TiNi3O8
3226,mp-1306771,Li4TiNi3O8
3227,mp-756601,Li4TiNi3O8
3228,mp-754484,Li4TiV3O10
3229,mp-760975,Li4TiV3O8
3230,mp-764005,Li4TiV3O8
3231,mp-800301,Li4TiV3O8
3232,mp-776628,Li4TiV5O12
3233,mp-769497,Li4TiV8O18
3234,mp-758647,Li4V11O22
3235,mp-757993,Li4V2OF7
3236,mp-765046,Li4V2OF7
3237,mp-758474,Li4V3(OF2)4
3238,mp-1177246,Li4V3O8
3239,mp-1302394,Li4V3O8
3240,mp-1308066,Li4V3O8
3241,mp-1314586,Li4V3O8
3242,mp-28699,Li4V3O8
3243,mp-756963,Li4V3O8
3244,mp-771788,Li4V3O8
3245,mp-775320,Li4V3O8
3246,mp-1177195,Li4V3OF11
3247,mp-1177290,Li4V3OF11
3248,mp-765238,Li4V3OF11
3249,mp-765544,Li4V3OF11
3250,mp-777267,Li4V3OF11
3251,mp-778466,Li4V3OF11
3252,mp-780283,Li4V3OF11
3253,mp-1367753,Li4V4(OF3)3
3254,mp-765901,Li4V4(OF3)3
