,material_id,formula_pretty
3255,mp-801838,Li4V4(OF3)3
3256,mp-777917,Li4V5Cu3O16
3257,mp-762292,Li4V5O10
3258,mp-851075,Li4V5O12
3259,mp-1329061,Li4V5O9F
3260,mp-758679,Li4V5O9F
3261,mp-765807,Li4V5O9F
3262,mp-801731,Li4V5O9F
3263,mp-758538,Li4V7O12
3264,mp-867535,Li4V7O9F7
3265,mp-767820,Li4V8O13F3
3266,mp-1177174,Li4V9O18
3267,mp-1348419,Li4VO3F2
3268,mp-758786,Li4VO3F2
3269,mp-764753,Li4VO3F2
3270,mp-801066,Li4VO3F2
3271,mp-752582,Li4VO4F
3272,mp-752971,Li4VO4F
3273,mp-756449,Li4Y3FeO8
3274,mp-756303,Li4Y3MnO8
3275,mp-1290983,Li4Y3VO8
3276,mp-756980,Li4Y3VO8
3277,mp-754802,Li5(FeO2)4
3278,mp-780312,Li5(FeO2)4
3279,mp-780142,Li5(NiO2)4
3280,mp-780518,Li5(NiO2)4
3281,mp-891926,Li5(NiO2)4
3282,mp-690572,Li5(NiO2)6
3283,mp-758751,Li5(NiO2)8
3284,mp-1376614,Li5Cu2Ni3O10
3285,mp-756021,Li5Cu2Ni3O10
3286,mp-887906,Li5Cu2Ni3O10
3287,mp-754449,Li5Cu2Ni5O12
3288,mp-773166,Li5Cu3(NiO5)2
3289,mp-770841,Li5Cu5(NiO6)2
3290,mp-758105,Li5Fe11O16
3291,mp-762692,Li5Fe11O16
3292,mp-766727,Li5Fe11O16
3293,mp-771233,Li5Fe2Cu3O10
3294,mp-771192,Li5Fe2Cu5O12
3295,mp-1369722,Li5Fe3(CuO5)2
3296,mp-755996,Li5Fe3(CuO5)2
3297,mp-886266,Li5Fe3(CuO5)2
3298,mp-1177125,Li5Fe3(OF5)2
3299,mp-1372888,Li5Fe3(OF5)2
3300,mp-1177185,Li5Fe3O8
3301,mp-780216,Li5Fe3O8
3302,mp-757148,Li5Fe5(CuO6)2
3303,mp-758794,Li5Fe5O12
3304,mp-759022,Li5Fe5O12
3305,mp-771687,Li5Fe5O12
3306,mp-756856,Li5Fe7O12
3307,mp-1337214,Li5Fe7O3F13
3308,mp-764556,Li5Fe7O3F13
3309,mp-764872,Li5Fe7O3F13
3310,mp-780457,Li5Fe7O3F13
3311,mp-1177103,Li5FeO3F
3312,mp-753464,Li5FeO3F
3313,mp-761250,Li5FeO3F
3314,mp-755038,Li5FeO3F2
3315,mp-19511,Li5FeO4
3316,mp-770834,Li5FeO4
3317,mp-770923,Li5FeO4
3318,mp-779333,Li5FeO4
3319,mp-779889,Li5FeO4
3320,mp-780192,Li5FeO4
3321,mp-780207,Li5FeO4
3322,mp-1177116,Li5FeO4F
3323,mp-1177101,Li5FeOF5
3324,mp-777279,Li5FeOF5
3325,mp-705961,Li5Mn12O24
3326,mp-755409,Li5Mn2Cu3O10
3327,mp-764735,Li5Mn2Cu5O12
3328,mp-755123,Li5Mn3Nb2O10
3329,mp-759593,Li5Mn3O5F3
3330,mp-1174492,Li5Mn3O8
3331,mp-1174498,Li5Mn3O8
3332,mp-1174519,Li5Mn3O8
3333,mp-1174540,Li5Mn3O8
3334,mp-1174546,Li5Mn3O8
3335,mp-1174550,Li5Mn3O8
3336,mp-1174553,Li5Mn3O8
3337,mp-1174554,Li5Mn3O8
3338,mp-1174646,Li5Mn3O8
3339,mp-1174652,Li5Mn3O8
3340,mp-1174683,Li5Mn3O8
3341,mp-1174685,Li5Mn3O8
3342,mp-1174722,Li5Mn3O8
3343,mp-1174737,Li5Mn3O8
3344,mp-1174741,Li5Mn3O8
3345,mp-1174758,Li5Mn3O8
3346,mp-1174761,Li5Mn3O8
3347,mp-1174763,Li5Mn3O8
3348,mp-1174766,Li5Mn3O8
3349,mp-1174777,Li5Mn3O8
3350,mp-1174778,Li5Mn3O8
3351,mp-1277600,Li5Mn3O8
3352,mp-1284734,Li5Mn3O8
3353,mp-1290794,Li5Mn3O8
3354,mp-1297800,Li5Mn3O8
3355,mp-1314325,Li5Mn3O8
3356,mp-1315117,Li5Mn3O8
3357,mp-1316353,Li5Mn3O8
3358,mp-1274955,Li5Mn4O8
3359,mp-1293032,Li5Mn4O8
3360,mp-1308491,Li5Mn4O8
3361,mp-754396,Li5Mn4O8
3362,mp-756461,Li5Mn4O8
3363,mp-758752,Li5Mn5O12
3364,mp-758791,Li5Mn5O12
3365,mp-771669,Li5Mn5O12
3366,mp-753735,Li5Mn5O9F
3367,mp-1638896,Li5Mn6O12
3368,mp-756143,Li5Mn6O12
3369,mp-758809,Li5Mn6O16
3370,mp-754393,Li5Mn7O12
3371,mp-774493,Li5Mn7O15
3372,mp-530177,Li5Mn7O16
3373,mp-1291341,Li5MnO3F
3374,mp-1302599,Li5MnO3F
3375,mp-1308806,Li5MnO3F
3376,mp-1318721,Li5MnO3F
3377,mp-759909,Li5MnO3F
3378,mp-759969,Li5MnO3F
3379,mp-763434,Li5MnO3F
3380,mp-753558,Li5MnO3F2
3381,mp-754285,Li5MnO4
3382,mp-755825,Li5MnO4
3383,mp-770510,Li5MnO4
3384,mp-770514,Li5MnO4
3385,mp-770528,Li5MnO4
3386,mp-774621,Li5MnO4
3387,mp-754580,Li5MnO5
3388,mp-770101,Li5MnO5
3389,mp-760276,Li5MnOF5
3390,mp-1305525,Li5Nb2Fe3O10
3391,mp-754582,Li5Nb2Fe3O10
3392,mp-756267,Li5Nb2Fe5O12
3393,mp-772705,Li5Nb2Fe5O12
3394,mp-755736,Li5Nb2Ni3O10
3395,mp-756737,Li5Nb2Ni5O12
3396,mp-771156,Li5Nb2Ni5O12
3397,mp-754421,Li5Nb2V3O10
3398,mp-754737,Li5Nb2V5O12
3399,mp-775480,Li5Nb6NiO18
3400,mp-765310,Li5Ni2O2F5
3401,mp-1402218,Li5Ni3O5F3
3402,mp-759011,Li5Ni3O5F3
3403,mp-801465,Li5Ni3O5F3
3404,mp-764733,Li5Ni5O9F
3405,mp-756931,Li5Ni7O12
3406,mp-758491,Li5Ni9O16
3407,mp-758448,Li5NiO3F
3408,mp-759151,Li5NiO3F2
3409,mp-771876,Li5NiO4
3410,mp-774500,Li5NiO4
3411,mp-778478,Li5NiO4
3412,mp-1273264,Li5NiOF5
3413,mp-1277814,Li5NiOF5
3414,mp-1289063,Li5NiOF5
3415,mp-753062,Li5NiOF5
3416,mp-753377,Li5NiOF5
3417,mp-1177123,Li5Ti2Fe3O10
3418,mp-765709,Li5Ti2Fe3O10
3419,mp-756825,Li5Ti2Fe5O12
3420,mp-1311067,Li5Ti2Mn3O10
3421,mp-1370295,Li5Ti2Mn3O10
3422,mp-752782,Li5Ti2Mn3O10
3423,mp-771262,Li5Ti2Mn5O12
3424,mp-771355,Li5Ti2Mn8O20
3425,mp-1345532,Li5Ti2Ni3O10
3426,mp-755014,Li5Ti2Ni3O10
3427,mp-770539,Li5Ti2Ni5O12
3428,mp-1289239,Li5Ti2V3O10
3429,mp-1305527,Li5Ti2V3O10
3430,mp-760954,Li5Ti2V3O10
3431,mp-754301,Li5Ti2V5O12
3432,mp-769637,Li5Ti6FeO16
3433,mp-774656,Li5Ti6FeO16
3434,mp-761048,Li5TiMn3O8
3435,mp-775413,Li5TiMn9O20
3436,mp-778500,Li5TiMn9O20
3437,mp-753058,Li5TiV3O8
3438,mp-759911,Li5TiV3O8
3439,mp-766385,Li5V12O32
3440,mp-773027,Li5V18O44
3441,mp-760197,Li5V2OF11
3442,mp-759940,Li5V4O12F
3443,mp-756794,Li5V4O8
3444,mp-771611,Li5V4O8
3445,mp-757773,Li5V5O12
3446,mp-758739,Li5V5O12
3447,mp-761283,Li5V5O9F
3448,mp-774871,Li5V6(CuO4)6
3449,mp-1177029,Li5V6O5F19
3450,mp-1177030,Li5V6O5F19
3451,mp-776992,Li5V6O5F19
3452,mp-777288,Li5V6O5F19
3453,mp-777740,Li5V6O5F19
3454,mp-777783,Li5V6O5F19
3455,mp-778233,Li5V6O5F19
3456,mp-779337,Li5V6O5F19
3457,mp-780936,Li5V6O5F19
3458,mp-764746,Li5V7O12
3459,mp-752747,Li5VO3F2
3460,mp-753535,Li5VO3F2
3461,mp-758384,Li5VO4F
3462,mp-759609,Li5VO4F
3463,mp-761103,Li5VO4F
3464,mp-758747,Li6(NiO2)11
3465,mp-768104,Li6(NiO2)13
3466,mp-752908,Li6(NiO2)5
3467,mp-755545,Li6Fe(O2F)2
3468,mp-780876,Li6Fe(OF)3
3469,mp-776572,Li6Fe2O5F2
3470,mp-1177119,Li6Fe3O8
3471,mp-867783,Li6Fe5CuO12
3472,mp-780188,Li6Fe5O12
3473,mp-780305,Li6Fe5O12
3474,mp-758888,Li6Fe7O15
3475,mp-762600,Li6Fe7O15
3476,mp-756155,Li6FeO4
3477,mp-778608,Li6FeO4F
3478,mp-757357,Li6FeO5F
3479,mp-764903,Li6FeO5F
3480,mp-771897,Li6FeO6
3481,mp-753452,Li6Mn(OF)3
3482,mp-766020,Li6Mn(OF)3
3483,mp-753004,Li6Mn(OF2)2
3484,mp-753986,Li6Mn(OF2)2
3485,mp-759326,Li6Mn11(OF12)2
3486,mp-757508,Li6Mn15O32
3487,mp-761797,Li6Mn15O32
3488,mp-758827,Li6Mn17O40
3489,mp-766030,Li6Mn2O5F2
3490,mp-766095,Li6Mn2O5F2
3491,mp-767601,Li6Mn2O5F2
3492,mp-1344128,Li6Mn2OF11
3493,mp-754082,Li6Mn2OF11
3494,mp-802225,Li6Mn2OF11
3495,mp-753134,Li6Mn5O10
3496,mp-764759,Li6Mn5O12
3497,mp-779719,Li6Mn5O12
3498,mp-867994,Li6Mn9O20
3499,mp-758808,Li6MnO3F2
3500,mp-770533,Li6MnO4
3501,mp-767576,Li6MnO4F
3502,mp-752842,Li6MnO6
3503,mp-690581,Li6Mo2O7
3504,mp-771042,Li6Nb3Fe3O16
3505,mp-776075,Li6Nb3V3O16
3506,mp-752667,Li6NbFe5O12
3507,mp-759635,Li6Ni11(OF12)2
3508,mp-1568601,Li6NiO4
3509,mp-1570562,Li6NiO4
3510,mp-1641670,Li6NiO4
3511,mp-1643730,Li6NiO4
3512,mp-756411,Li6NiO4
3513,mp-753281,Li6NiOF6
3514,mp-753283,Li6NiOF6
3515,mp-861187,Li6TiFe5O12
3516,mp-867832,Li6TiFe5O12
3517,mp-758326,Li6TiNi7O16
3518,mp-861486,Li6V(OF)3
3519,mp-759582,Li6V2O5F2
3520,mp-764951,Li6V2O5F2
3521,mp-765630,Li6V2O5F2
3522,mp-1378948,Li6V2OF11
3523,mp-753701,Li6V2OF11
3524,mp-765834,Li6V2OF11
3525,mp-801743,Li6V2OF11
3526,mp-1177023,Li6V5O12
3527,mp-760815,Li6V5O12
3528,mp-764771,Li6V5O12
3529,mp-757210,Li6VO4F
3530,mp-765511,Li6VO5F
3531,mp-766574,Li7(NiO2)10
3532,mp-768079,Li7(NiO2)11
3533,mp-758820,Li7(NiO2)12
3534,mp-690528,Li7(NiO2)8
3535,mp-757736,Li7(NiO2)9
3536,mp-1367805,Li7Fe(O2F)2
3537,mp-850795,Li7Fe(O2F)2
3538,mp-856325,Li7Fe(O2F)2
3539,mp-1176887,Li7Fe3O10
3540,mp-771124,Li7Fe3O8
3541,mp-806082,Li7Fe3O8
3542,mp-1176882,Li7Fe5O12
3543,mp-756862,Li7Fe5O12
3544,mp-1176883,Li7Fe5O16
3545,mp-850023,Li7Fe5OF15
3546,mp-754420,Li7FeO5F
3547,mp-759661,Li7FeO5F
3548,mp-752471,Li7FeO6
3549,mp-1376868,Li7Mn(O2F)2
3550,mp-753376,Li7Mn(O2F)2
3551,mp-766052,Li7Mn(O2F)2
3552,mp-766227,Li7Mn(O2F)2
3553,mp-802479,Li7Mn(O2F)2
3554,mp-1323692,Li7Mn(OF)3
3555,mp-753931,Li7Mn(OF)3
3556,mp-760307,Li7Mn(OF)3
3557,mp-761154,Li7Mn(OF)3
3558,mp-799423,Li7Mn(OF)3
3559,mp-675075,Li7Mn10O20
3560,mp-675534,Li7Mn10O24
3561,mp-34461,Li7Mn11O24
3562,mp-675260,Li7Mn11O24
3563,mp-685293,Li7Mn11O24
3564,mp-690435,Li7Mn11O24
3565,mp-765632,Li7Mn11O24
3566,mp-773172,Li7Mn12Cu5O32
3567,mp-757896,Li7Mn14O32
3568,mp-531650,Li7Mn16O32
3569,mp-694974,Li7Mn16O32
3570,mp-531248,Li7Mn17O32
3571,mp-699179,Li7Mn17O32
3572,mp-764763,Li7Mn4O12
3573,mp-1175308,Li7Mn5O12
3574,mp-1175310,Li7Mn5O12
3575,mp-1175313,Li7Mn5O12
3576,mp-1175314,Li7Mn5O12
3577,mp-1175316,Li7Mn5O12
3578,mp-1175317,Li7Mn5O12
3579,mp-1175318,Li7Mn5O12
3580,mp-1175321,Li7Mn5O12
3581,mp-1175323,Li7Mn5O12
3582,mp-1175324,Li7Mn5O12
3583,mp-1175325,Li7Mn5O12
3584,mp-1175326,Li7Mn5O12
3585,mp-1175328,Li7Mn5O12
3586,mp-1175331,Li7Mn5O12
3587,mp-1175332,Li7Mn5O12
3588,mp-1175334,Li7Mn5O12
3589,mp-1175335,Li7Mn5O12
3590,mp-1175337,Li7Mn5O12
3591,mp-1175339,Li7Mn5O12
3592,mp-1175340,Li7Mn5O12
3593,mp-1175343,Li7Mn5O12
3594,mp-1175344,Li7Mn5O12
3595,mp-1175347,Li7Mn5O12
3596,mp-1175349,Li7Mn5O12
3597,mp-1175351,Li7Mn5O12
3598,mp-1175354,Li7Mn5O12
3599,mp-1175357,Li7Mn5O12
3600,mp-1175358,Li7Mn5O12
3601,mp-1175359,Li7Mn5O12
3602,mp-1175360,Li7Mn5O12
3603,mp-1175362,Li7Mn5O12
3604,mp-1175363,Li7Mn5O12
3605,mp-1175365,Li7Mn5O12
3606,mp-1175366,Li7Mn5O12
3607,mp-1175368,Li7Mn5O12
3608,mp-1175373,Li7Mn5O12
3609,mp-1175375,Li7Mn5O12
3610,mp-1175378,Li7Mn5O12
3611,mp-1175385,Li7Mn5O12
3612,mp-1175490,Li7Mn5O12
3613,mp-1175581,Li7Mn5O12
3614,mp-1232439,Li7Mn5O12
3615,mp-1346728,Li7Mn5O12
3616,mp-1638910,Li7Mn5O12
3617,mp-1639032,Li7Mn5O12
3618,mp-1639283,Li7Mn5O12
3619,mp-1639930,Li7Mn5O12
3620,mp-1639949,Li7Mn5O12
3621,mp-1640196,Li7Mn5O12
3622,mp-1640750,Li7Mn5O12
3623,mp-1640981,Li7Mn5O12
3624,mp-1641274,Li7Mn5O12
3625,mp-1642266,Li7Mn5O12
3626,mp-1642624,Li7Mn5O12
3627,mp-1642906,Li7Mn5O12
3628,mp-1643099,Li7Mn5O12
3629,mp-1643648,Li7Mn5O12
3630,mp-1643948,Li7Mn5O12
3631,mp-1643980,Li7Mn5O12
3632,mp-1644001,Li7Mn5O12
3633,mp-1644153,Li7Mn5O12
3634,mp-1644867,Li7Mn5O12
3635,mp-1646544,Li7Mn5O12
3636,mp-1646634,Li7Mn5O12
3637,mp-1646892,Li7Mn5O12
3638,mp-1647928,Li7Mn5O12
3639,mp-1648171,Li7Mn5O12
3640,mp-1648875,Li7Mn5O12
3641,mp-1650669,Li7Mn5O12
3642,mp-1650854,Li7Mn5O12
3643,mp-1651001,Li7Mn5O12
3644,mp-1651187,Li7Mn5O12
3645,mp-1651541,Li7Mn5O12
3646,mp-1652638,Li7Mn5O12
3647,mp-1652820,Li7Mn5O12
3648,mp-1666644,Li7Mn5O12
3649,mp-1666665,Li7Mn5O12
3650,mp-1666672,Li7Mn5O12
3651,mp-1666768,Li7Mn5O12
3652,mp-1667148,Li7Mn5O12
3653,mp-1977994,Li7Mn5O12
3654,mp-1978357,Li7Mn5O12
3655,mp-756600,Li7Mn5O12
3656,mp-764764,Li7Mn5O12
3657,mp-767763,Li7Mn8O20
3658,mp-753538,Li7MnO5F
3659,mp-754259,Li7Nb2Fe3O16
3660,mp-769877,Li7Nb2Fe3O16
3661,mp-1374313,Li7Ni(O2F)2
3662,mp-1662701,Li7Ni(O2F)2
3663,mp-1663705,Li7Ni(O2F)2
3664,mp-759513,Li7Ni(O2F)2
3665,mp-761279,Li7Ni(O2F)2
3666,mp-799539,Li7Ni(O2F)2
3667,mp-758593,Li7Ni13O24
3668,mp-755638,Li7Ni5O12
3669,mp-756388,Li7Ni5O12
3670,mp-756913,Li7Ni5O12
3671,mp-768059,Li7Ni9O16
3672,mp-765342,Li7NiOF7
3673,mp-772995,Li7Ti12Fe5O32
3674,mp-771056,Li7Ti5Mn12O32
3675,mp-1323962,Li7V(O2F)2
3676,mp-753379,Li7V(O2F)2
3677,mp-760137,Li7V(O2F)2
3678,mp-861543,Li7V(O2F)2
3679,mp-867592,Li7V(O2F)2
3680,mp-758444,Li7V4O11F
3681,mp-759231,Li7V4O11F
3682,mp-764844,Li7V4O11F
3683,mp-759692,Li7V5O12
3684,mp-766239,Li7V5O12
3685,mp-776654,Li7V5O12
3686,mp-775890,Li7V6(OF)12
3687,mp-1392200,Li7VO5F
3688,mp-752966,Li7VO5F
3689,mp-759471,Li7VO5F
3690,mp-759648,Li7VO5F
3691,mp-761099,Li7VO5F
3692,mp-764775,Li7VO5F
3693,mp-799536,Li7VO5F
3694,mp-1638858,Li8(FeO2)5
3695,mp-1643420,Li8(FeO2)5
3696,mp-1643829,Li8(FeO2)5
3697,mp-753255,Li8(FeO2)5
3698,mp-764936,Li8(FeO2)5
3699,mp-758772,Li8(NiO2)11
3700,mp-1372137,Li8(NiO2)5
3701,mp-755081,Li8(NiO2)5
3702,mp-1176841,Li8Fe(O2F)2
3703,mp-752873,Li8Fe(O2F)2
3704,mp-759890,Li8Fe(O2F)2
3705,mp-764500,Li8Fe(O2F)2
3706,mp-779474,Li8Fe2O7
3707,mp-772983,Li8Fe2O9
3708,mp-1176945,Li8Fe7O15
3709,mp-756644,Li8Fe7O15
3710,mp-755400,Li8FeO5F
3711,mp-776549,Li8FeO5F
3712,mp-756356,Li8FeO6
3713,mp-763305,Li8FeO6
3714,mp-763440,Li8Mn(O2F)2
3715,mp-763831,Li8Mn(O2F)2
3716,mp-780086,Li8Mn(O2F)2
3717,mp-770513,Li8Mn2O7
3718,mp-773132,Li8Mn2O9
3719,mp-764701,Li8Mn5O10
3720,mp-759775,Li8Mn9O18
3721,mp-753625,Li8MnO5F
3722,mp-766137,Li8MnO5F
3723,mp-755817,Li8MnO6
3724,mp-771075,Li8MnO6
3725,mp-754201,Li8Nb(FeO4)3
3726,mp-1176816,Li8Ni(O2F)2
3727,mp-753488,Li8Ni(O2F)2
3728,mp-861293,Li8Ni(O2F)2
3729,mp-760066,Li8NiO5F
3730,mp-764727,Li8NiO5F
3731,mp-772622,Li8Ti6Mn7O30
3732,mp-767679,Li8TiMn3O12
3733,mp-760950,Li8TiNi7O16
3734,mp-768084,Li8V11O22
3735,mp-752889,Li8VO5F
3736,mp-859132,Li8VO5F
3737,mp-1176805,Li8VO6
3738,mp-1315015,Li8VO6
3739,mp-756255,Li8VO6
3740,mp-759144,Li9(FeO4)2
3741,mp-774501,Li9(FeO4)2
3742,mp-780203,Li9(FeO4)2
3743,mp-769454,Li9(NiO2)10
3744,mp-775731,Li9(NiO4)2
3745,mp-1185524,Li95Mn16O64
3746,mp-772996,Li9Fe23O32
3747,mp-780155,Li9Fe3(OF7)2
3748,mp-764889,Li9Fe5O12
3749,mp-780186,Li9Mn10O20
3750,mp-769514,Li9Mn12Cu3O32
3751,mp-766830,Li9Mn14O32
3752,mp-531804,Li9Mn15O32
3753,mp-767704,Li9Mn15O32
3754,mp-769450,Li9Mn15O32
3755,mp-673697,Li9Mn20O40
3756,mp-690161,Li9Mn20O40
3757,mp-1177178,Li9Mn21O40
3758,mp-530725,Li9Mn21O40
3759,mp-776365,Li9Mn21O40
3760,mp-530336,Li9Mn22O48
3761,mp-1176815,Li9Mn5O12
3762,mp-1100476,Li9Mn7O16
3763,mp-1100477,Li9Mn7O16
3764,mp-1100479,Li9Mn7O16
3765,mp-1100480,Li9Mn7O16
3766,mp-1100481,Li9Mn7O16
3767,mp-1100482,Li9Mn7O16
3768,mp-1100483,Li9Mn7O16
3769,mp-1100484,Li9Mn7O16
3770,mp-1100485,Li9Mn7O16
3771,mp-1100486,Li9Mn7O16
3772,mp-1100487,Li9Mn7O16
3773,mp-1100488,Li9Mn7O16
3774,mp-1100489,Li9Mn7O16
3775,mp-1100490,Li9Mn7O16
3776,mp-1100491,Li9Mn7O16
3777,mp-1100492,Li9Mn7O16
3778,mp-1100493,Li9Mn7O16
3779,mp-1100494,Li9Mn7O16
3780,mp-1100495,Li9Mn7O16
3781,mp-1100496,Li9Mn7O16
3782,mp-1100497,Li9Mn7O16
3783,mp-1100498,Li9Mn7O16
3784,mp-1100499,Li9Mn7O16
3785,mp-1100500,Li9Mn7O16
3786,mp-1100501,Li9Mn7O16
3787,mp-1100502,Li9Mn7O16
3788,mp-1100503,Li9Mn7O16
3789,mp-1100504,Li9Mn7O16
3790,mp-1100505,Li9Mn7O16
3791,mp-1100506,Li9Mn7O16
3792,mp-1100507,Li9Mn7O16
3793,mp-1100508,Li9Mn7O16
3794,mp-1100509,Li9Mn7O16
3795,mp-1100510,Li9Mn7O16
3796,mp-1100511,Li9Mn7O16
3797,mp-1100512,Li9Mn7O16
3798,mp-1100513,Li9Mn7O16
3799,mp-1100514,Li9Mn7O16
3800,mp-1100515,Li9Mn7O16
3801,mp-1100516,Li9Mn7O16
3802,mp-1100517,Li9Mn7O16
3803,mp-1100518,Li9Mn7O16
3804,mp-1100519,Li9Mn7O16
3805,mp-1100520,Li9Mn7O16
3806,mp-1100521,Li9Mn7O16
3807,mp-1100522,Li9Mn7O16
3808,mp-1100523,Li9Mn7O16
3809,mp-1100524,Li9Mn7O16
3810,mp-1100526,Li9Mn7O16
3811,mp-1100528,Li9Mn7O16
3812,mp-1100529,Li9Mn7O16
3813,mp-1100530,Li9Mn7O16
3814,mp-1100531,Li9Mn7O16
3815,mp-1100532,Li9Mn7O16
3816,mp-1100533,Li9Mn7O16
3817,mp-1100534,Li9Mn7O16
3818,mp-1100535,Li9Mn7O16
3819,mp-1100536,Li9Mn7O16
3820,mp-1100537,Li9Mn7O16
3821,mp-1100538,Li9Mn7O16
3822,mp-1100539,Li9Mn7O16
3823,mp-1100540,Li9Mn7O16
3824,mp-1100541,Li9Mn7O16
3825,mp-1100542,Li9Mn7O16
3826,mp-1100543,Li9Mn7O16
3827,mp-1100544,Li9Mn7O16
3828,mp-1100545,Li9Mn7O16
3829,mp-1100546,Li9Mn7O16
3830,mp-1100547,Li9Mn7O16
3831,mp-1100549,Li9Mn7O16
3832,mp-1100551,Li9Mn7O16
3833,mp-1100552,Li9Mn7O16
3834,mp-1100553,Li9Mn7O16
3835,mp-1100554,Li9Mn7O16
3836,mp-1100555,Li9Mn7O16
3837,mp-1100556,Li9Mn7O16
3838,mp-1100557,Li9Mn7O16
3839,mp-1100558,Li9Mn7O16
3840,mp-1100559,Li9Mn7O16
3841,mp-1100562,Li9Mn7O16
3842,mp-1100580,Li9Mn7O16
3843,mp-1100581,Li9Mn7O16
3844,mp-1330301,Li9Mn7O16
3845,mp-1368827,Li9Mn7O16
3846,mp-849386,Li9Nb7V12O48
3847,mp-850928,Li9Nb7V12O48
3848,mp-759153,Li9Ni15O28
3849,mp-531942,Li9Ni23O32
3850,mp-779050,Li9V14O35
3851,mp-776279,Li9V19O48
3852,mp-766679,Li9V21O40
3853,mp-776467,Li9Y(NiO4)2
3854,mp-773010,LiFe23O32
3855,mp-1176729,LiFe2O2F3
3856,mp-1176751,LiFe2O2F3
3857,mp-754884,LiFe2O2F3
3858,mp-755207,LiFe2O2F3
3859,mp-755438,LiFe2O2F3
3860,mp-755539,LiFe2O2F3
3861,mp-756358,LiFe2O2F3
3862,mp-850915,LiFe2O2F3
3863,mp-1282759,LiFe2O3
3864,mp-1298536,LiFe2O3
3865,mp-1309364,LiFe2O3
3866,mp-2411688,LiFe2O3
3867,mp-756381,LiFe2O3
3868,mp-776573,LiFe2O3F
3869,mp-1176736,LiFe2OF3
3870,mp-1176740,LiFe2OF3
3871,mp-1275794,LiFe2OF3
3872,mp-752775,LiFe2OF3
3873,mp-754813,LiFe2OF3
3874,mp-755273,LiFe2OF3
3875,mp-759258,LiFe2OF3
3876,mp-760175,LiFe2OF3
3877,mp-760363,LiFe2OF3
3878,mp-775178,LiFe2OF3
3879,mp-776904,LiFe2OF3
3880,mp-778119,LiFe2OF3
3881,mp-1176737,LiFe2OF5
3882,mp-753068,LiFe2OF5
3883,mp-755843,LiFe2OF5
3884,mp-776044,LiFe2OF5
3885,mp-776089,LiFe2OF5
3886,mp-776544,LiFe2OF5
3887,mp-776546,LiFe2OF5
3888,mp-776551,LiFe2OF5
3889,mp-779300,LiFe2OF5
3890,mp-850961,LiFe2OF5
3891,mp-1222530,LiFe2Rh3O8
3892,mp-754427,LiFe3(OF3)2
3893,mp-755919,LiFe3(OF3)2
3894,mp-756353,LiFe3(OF3)2
3895,mp-776550,LiFe3(OF3)2
3896,mp-831271,LiFe3O3F4
3897,mp-1101736,LiFe3O4
3898,mp-1176726,LiFe3O4
3899,mp-772508,LiFe3O4
3900,mp-773525,LiFe3O4
3901,mp-753410,LiFe3OF5
3902,mp-758661,LiFe3OF5
3903,mp-776991,LiFe4OF7
3904,mp-1176720,LiFe5(OF2)4
3905,mp-754972,LiFe5(OF2)4
3906,mp-754471,LiFe5O3F5
3907,mp-1176721,LiFe5O5F
3908,mp-753082,LiFe5O5F
3909,mp-766142,LiFe5O5F
3910,mp-21735,LiFe5O8
3911,mp-33551,LiFe5O8
3912,mp-706252,LiFe5O8
3913,mp-757153,LiFe5O8
3914,mp-1235135,LiFe6(OF2)4
3915,mp-1235306,LiFe6(OF2)4
3916,mp-1235426,LiFe6(OF2)4
3917,mp-1235528,LiFe6(OF2)4
3918,mp-1235542,LiFe6(OF2)4
3919,mp-1235843,LiFe6(OF2)4
3920,mp-1236036,LiFe6(OF2)4
3921,mp-754565,LiFe6O7F5
3922,mp-777195,LiFe7(O3F5)2
3923,mp-1377469,LiFe7(OF3)3
3924,mp-754332,LiFe7(OF3)3
3925,mp-807122,LiFe7(OF3)3
3926,mp-1176712,LiFe7O7F
3927,mp-1235242,LiFe8(O3F)4
3928,mp-1235254,LiFe8(O3F)4
3929,mp-1235812,LiFe8(O3F)4
3930,mp-1236324,LiFe8(O3F)4
3931,mp-1235046,LiFe8(O7F)2
3932,mp-1235069,LiFe8(O7F)2
3933,mp-1235197,LiFe8(O7F)2
3934,mp-1235280,LiFe8(O7F)2
3935,mp-1235289,LiFe8(O7F)2
3936,mp-1235421,LiFe8(O7F)2
3937,mp-1235424,LiFe8(O7F)2
3938,mp-1235659,LiFe8(O7F)2
3939,mp-1235835,LiFe8(O7F)2
3940,mp-1236508,LiFe8(O7F)2
3941,mp-1235661,LiFe8(OF)8
3942,mp-1235795,LiFe8(OF)8
3943,mp-1236701,LiFe8(OF)8
3944,mp-775462,LiFeCuO4
3945,mp-1222302,LiFeO2
3946,mp-18782,LiFeO2
3947,mp-19419,LiFeO2
3948,mp-754977,LiFeO2
3949,mp-755709,LiFeO2
3950,mp-756497,LiFeO2
3951,mp-756527,LiFeO2
3952,mp-757614,LiFeO2
3953,mp-850511,LiFeO2
3954,mp-1185320,LiFeO3
3955,mp-752521,LiFeO3
3956,mp-752790,LiFeO3
3957,mp-756941,LiFeO3
3958,mp-760833,LiFeO3
3959,mp-761189,LiFeO3
3960,mp-1272771,LiFeOF
3961,mp-1279363,LiFeOF
3962,mp-775022,LiFeOF
3963,mp-1376775,LiFeOF2
3964,mp-779349,LiFeOF2
3965,mp-779787,LiFeOF2
3966,mp-781596,LiFeOF2
