,battery_formula,battery_id,charge_id,discharge_id
360,Li1.5-2Co(CO3)2,mp-767071_Li,mp-1638962,mp-767071
361,Li0-4Co5Te3O16,mp-771020_Li,mp-771020,mp-781593
362,Li0-2CoSn(PO4)2,mp-753250_Li,mp-863354,mp-1661734
363,Li0-2CrF4,mp-20488_Li,mp-20488,mp-764423
364,Li0-1Cr(GeO3)2,mp-1105411_Li,mp-1341686,mp-1105411
365,Li1-2CrPO4F,mp-770894_Li,mp-776662,mp-770894
366,Li0-4Cr3Fe3(TeO8)2,mp-757950_Li,mp-757950,mp-773518
367,Li2-4CrF6,mp-555112_Li,mp-555112,mp-753824
368,Li0-3Cr3(CuO6)2,mp-764630_Li,mp-764630,mp-774351
369,Li0-4Mn3Sn3(TeO8)2,mp-772482_Li,mp-772482,mp-774292
370,Li0-4Mn5Te3O16,mp-771044_Li,mp-771044,mp-773469
371,Li0-2Mn3NbO8,mp-756172_Li,mp-1176463,mp-756486
372,Li0-2V(CO3)2,mp-752552_Li,mp-757524,mp-752552
373,Li0.5-2V(CO3)2,mp-752765_Li,mp-752765,mp-766441
374,Li4-5V(CO3)4,mp-759521_Li,mp-759521,mp-765146
375,Li0-4TiCo5O12,mp-756754_Li,mp-756754,mp-770955
376,Li0-4Ti3Nb2Cr3O16,mp-774924_Li,mp-777531,mp-774924
377,Li0-1La2Ti2CrO9,mp-766086_Li,mp-766382,mp-766086
378,Li3.33-5CrP2(O4F)2,mp-759047_Li,mp-760793,mp-770679
379,Li2-3Co3SbO8,mp-761676_Li,mp-761676,mp-1282858
380,Li0-6Cr3Ni(PO4)6,mp-757295_Li,mp-774406,mp-757295
381,Li0-4CrCo3O8,mp-752954_Li,mp-753507,mp-756706
382,Li0-4Co3SbO8,mp-752854_Li,mp-752854,mp-1177495
383,Li0-6Cr3P6WO24,mp-758279_Li,mp-775219,mp-758279
384,Li0-2CrFe(PO4)2,mp-861527_Li,mp-861612,mp-861527
385,Li0-4TiMn3Cr2(PO4)6,mp-776109_Li,mp-776109,mp-778261
386,Li0-1CrF4,mp-554855_Li,mp-554855,mp-759949
387,Li0-1CrPHO5,mp-753051_Li,mp-754797,mp-753051
388,Li0-8Mn7Cr(PO4)12,mp-776829_Li,mp-778074,mp-776829
389,Li0-4Co3Ni(PO4)4,mp-770952_Li,mp-775307,mp-770952
390,Li0.5-2Mn(CO3)2,mp-752801_Li,mp-763560,mp-765973
391,Li1-2.5FePCO7,mp-768653_Li,mp-1176714,mp-768722
392,Li0-1Ti2Mn3Co3O16,mp-771910_Li,mp-771910,mp-779764
393,Li0-1Ti3MnCr(PO4)6,mp-771567_Li,mp-771886,mp-771567
394,Li0-4VCo3(PO4)4,mp-757057_Li,mp-757057,mp-1177182
395,Li0-6MnCr3(PO4)6,mp-767775_Li,mp-774419,mp-767775
396,Li4-1Ti3Co3(NiO8)2,mp-763517_Li,mp-763517,mp-774315
397,Li0-4CrNi5(PO4)6,mp-759831_Li,mp-771940,mp-759831
398,Li1-3Cr(CoO3)2,mp-1283691_Li,mp-1305214,mp-1283691
399,Li0-4MnCr3(PO4)4,mp-768041_Li,mp-775116,mp-768041
400,Li4-1Mn3Cr3(NiO8)2,mp-757051_Li,mp-757051,mp-774408
401,Li0-4CrNi3(PO4)4,mp-754644_Li,mp-754644,mp-757068
402,Li0-2Co3SnO8,mp-771769_Li,mp-771769,mp-772420
403,Li0-5Mn3Cr(PO4)4,mp-756806_Li,mp-774508,mp-764909
404,Li0-4Mn3Cr2Sn(PO4)6,mp-1176479_Li,mp-1176479,mp-1177389
405,Li0-4Cr3Sn3(SbO8)2,mp-755599_Li,mp-771431,mp-755860
406,Li4-6Mn3Cr2Fe3O16,mp-849471_Li,mp-849471,mp-861553
407,Li1.5-2.5MnPCO7,mp-768836_Li,mp-768837,mp-769300
408,Li1-2.5MnPCO7,mp-768688_Li,mp-768688,mp-768855
409,Li0-4TiCr2Ni3(PO4)6,mp-776057_Li,mp-776057,mp-1177293
410,Li0-0.5SmCrO4,mp-18956_Li,mp-18956,mp-1235200
411,Li1.5-2.5MnPCO7,mp-768782_Li,mp-1177646,mp-768935
412,Li0-4V2Cr3Sb3O16,mp-772143_Li,mp-772143,mp-774622
413,Li1-2TiCoO4,mp-781664_Li,mp-1176576,mp-1177850
414,Li0-3Fe(CoO3)2,mp-761530_Li,mp-761530,mp-761602
415,Li0-5Fe2Co3O10,mp-759196_Li,mp-778217,mp-769566
416,Li0-1CrP2S7,mp-768680_Li,mp-768680,mp-1176770
417,Li0-7TiCr3(PO4)6,mp-758137_Li,mp-773127,mp-850412
418,Li0-8TiMn7(PO4)12,mp-776113_Li,mp-778073,mp-776113
419,Li4-5Mn3(SnO5)2,mp-755397_Li,mp-758340,mp-755397
420,Li4-5Mn2Ni3O10,mp-754927_Li,mp-758690,mp-754927
421,Li0-2Mn3SbO8,mp-774390_Li,mp-774390,mp-776741
422,Li0-4Mn3V3(TeO8)2,mp-753718_Li,mp-772284,mp-1177458
423,Li0-1La3Ti3CrO12,mp-755384_Li,mp-755384,mp-755440
424,Li0.67-1.33CrCoO4,mp-753037_Li,mp-753037,mp-753039
425,Li0-4V3Co3(TeO8)2,mp-756566_Li,mp-775162,mp-771757
426,Li1-2CoCO4,mp-757730_Li,mp-758392,mp-757730
427,Li0-2Co3TeO8,mp-755343_Li,mp-761512,mp-755343
428,Li0-3Cr3(CoO6)2,mp-765542_Li,mp-861261,mp-765542
429,Li2-3Fe2CoO6,mp-759337_Li,mp-759337,mp-761592
430,Li1.5-2VCO5,mp-758001_Li,mp-758380,mp-1177806
431,Li1.5-2.5FePCO7,mp-768491_Li,mp-768557,mp-1177175
432,Li0-1.5V(CO3)2,mp-752905_Li,mp-763508,mp-752905
433,Li0-2Mn2(SO4)3,mp-768543_Li,mp-768543,mp-768742
434,Li0-2Mn3TeO8,mp-753235_Li,mp-770922,mp-753235
435,Li0-2Mn3SbO8,mp-763186_Li,mp-774654,mp-763186
436,Li1-2MnSnO4,mp-755934_Li,mp-755934,mp-773184
437,Li0-3Mn4NiO8,mp-756351_Li,mp-757060,mp-756351
438,Li2-3Mn(NiO3)2,mp-756364_Li,mp-762624,mp-756364
439,Li0-4Mn5SnO12,mp-756595_Li,mp-757467,mp-756595
440,Li0-8TiMn3(PO4)6,mp-757139_Li,mp-774461,mp-780178
441,Li0-2ZnCr3(SO4)6,mp-766220_Li,mp-766220,mp-772839
442,Li0-4Fe3Co5O16,mp-771370_Li,mp-771370,mp-781613
443,Li0-3TiCo3O8,mp-761172_Li,mp-1101280,mp-761172
444,Li4-8FeCo3O8,mp-752780_Li,mp-754123,mp-752780
445,Li0-2FeCo3O8,mp-771245_Li,mp-771245,mp-775721
446,Li0-2Cr3WO8,mp-773181_Li,mp-773181,mp-775271
447,Li0-2CrWO6,mp-754450_Li,mp-1802603,mp-754450
448,Li1-5Ti2Co3O10,mp-753046_Li,mp-762834,mp-761142
449,Li0-1CuPO4F,mp-25380_Li,mp-25380,mp-25405
450,Li0-4Cr(WO4)3,mp-778824_Li,mp-1178444,mp-778824
451,Li0-3VCrP2(O4F)2,mp-753680_Li,mp-765139,mp-753680
452,Li0-2MnCuF6,mp-1111263_Li,mp-1206085,mp-1111263
453,Li2-4Fe3CoO8,mp-752777_Li,mp-759180,mp-752777
454,Li0-4FeCo5O12,mp-756471_Li,mp-756471,mp-756543
455,Li2-4Fe3CoO8,mp-753590_Li,mp-757499,mp-756405
456,Li4-1Fe9CoO20,mp-759442_Li,mp-765027,mp-770651
457,Li0-2FeCo3O8,mp-757856_Li,mp-761579,mp-761763
458,Li0-3Cr2(PS4)3,mp-778433_Li,mp-778446,mp-778433
459,Li0-2FeCoO4,mp-753409_Li,mp-755732,mp-753409
460,Li0-1Cr2(SO4)3,mp-19361_Li,mp-19361,mp-770353
461,Li0-3Co4NiO8,mp-754464_Li,mp-755484,mp-754464
462,Li0-4NbFe3Cu2(PO4)6,mp-776142_Li,mp-776142,mp-777855
463,Li0-2Co3NiO8,mp-753237_Li,mp-753483,mp-753237
464,Li0-5Mn5(SeO3)8,mp-774707_Li,mp-776755,mp-774707
465,Li0-2Mn3SnO8,mp-756918_Li,mp-849767,mp-1282790
466,Li1-2Mn(SO4)2,mp-758969_Li,mp-780520,mp-758969
467,Li0-1MnVP2(HO5)2,mp-802114_Li,mp-802114,mp-802127
468,Li0-4Ti3Mn3(TeO8)2,mp-756447_Li,mp-756447,mp-758152
469,Li0-8Mn15NiO32,mp-772976_Li,mp-851082,mp-772976
470,Li0-4Mn5Sb3O16,mp-756961_Li,mp-771391,mp-756961
471,Li4-6Mn5SbO12,mp-760026_Li,mp-1177353,mp-1639020
472,Li4-5Mn5(NiO6)2,mp-758838_Li,mp-758838,mp-774245
473,Li0-2Mn3NiO8,mp-771112_Li,mp-775810,mp-771112
474,Li0-2Mn3SnO8,mp-753706_Li,mp-753706,mp-772578
475,Li0-1Cr2(SO4)3,mp-768940_Li,mp-768940,mp-770490
476,Li0-8Fe3Co5O16,mp-752817_Li,mp-756418,mp-765504
477,Li4-5Co2Ni3O10,mp-755607_Li,mp-779900,mp-755607
478,Li0-1Cr(SO4)2,mp-757440_Li,mp-757440,mp-776761
479,Li0-3Co(NiO2)4,mp-756594_Li,mp-756594,mp-756787
480,Li0-2FeCo3O8,mp-758079_Li,mp-1178259,mp-761944
481,Li3-5Co2Ni3O10,mp-769553_Li,mp-1177722,mp-769553
482,Li2-3Co(NiO3)2,mp-757774_Li,mp-757774,mp-760869
483,Li3-5Fe5(CoO6)2,mp-756115_Li,mp-756115,mp-850359
484,Li0-2Fe(CoO3)2,mp-753096_Li,mp-753096,mp-1640067
485,Li0-1Cr(SO4)2,mp-773001_Li,mp-773001,mp-861449
486,Li1-3FePCO7,mp-25406_Li,mp-25406,mp-25445
487,Li1-4Co3NiO8,mp-1284600_Li,mp-1318786,mp-1307939
488,Li0-4TiFe3Cu2(PO4)6,mp-775996_Li,mp-775996,mp-778677
489,Li4-6Co3Ni5O16,mp-760934_Li,mp-772319,mp-760934
490,Li0-4Co5NiO12,mp-755767_Li,mp-773511,mp-755767
491,Li0-1Fe5Co3O16,mp-759769_Li,mp-771307,mp-763869
492,Li0-4FeCo3O8,mp-752570_Li,mp-753474,mp-765603
493,Li1-3MnVP2(HO5)2,mp-753439_Li,mp-1235750,mp-753439
494,Li3-5Mn2Ni5O12,mp-758846_Li,mp-758846,mp-771232
495,Li0-4Mn5NiO12,mp-753964_Li,mp-755683,mp-753964
496,Li0-2Mn3NiO8,mp-757044_Li,mp-757044,mp-769631
497,Li4-6Mn5Ni3O16,mp-756534_Li,mp-756534,mp-760956
498,Li3-4Mn3WO8,mp-756701_Li,mp-756701,mp-773363
499,Li2-3Mn3NiO8,mp-760989_Li,mp-771971,mp-760989
500,Li0-1Mn2(SO4)3,mp-768472_Li,mp-768472,mp-768898
501,Li1-2MnNiO4,mp-753347_Li,mp-756366,mp-753347
502,Li0-0.5MnS2,mp-1045401_Li,mp-1386044,mp-1045401
503,Li0-1Nd2Tl(MoO4)4,mp-543110_Li,mp-543110,mp-630880
504,Li4-5Ti2Mn5O12,mp-759589_Li,mp-759589,mp-771262
505,Li0-2Mn2NiO6,mp-25284_Li,mp-25285,mp-554979
506,Li0-2MnVP2(HO5)2,mp-753350_Li,mp-753350,mp-849445
507,Li0-1ScMo3O8,mp-19433_Li,mp-25572,mp-19433
508,Li1-1.5VP2HO8,mp-780630_Li,mp-780630,mp-781078
509,Li0-4V2P4H3O16,mp-752967_Li,mp-755425,mp-752967
510,Li0-2Mn3SnO8,mp-770865_Li,mp-770865,mp-1177993
511,Li0-3TiMn2O6,mp-762163_Li,mp-775831,mp-1292456
512,Li0-2TiMn3O8,mp-756589_Li,mp-756589,mp-756866
513,Li0-4Ti5Mn3O16,mp-776100_Li,mp-776100,mp-777417
514,Li0.5-1.5VP2HO8,mp-753516_Li,mp-780479,mp-753516
515,Li0-3TiMn3O8,mp-755233_Li,mp-756808,mp-755233
516,Li1-3Mn2NiO6,mp-756831_Li,mp-762633,mp-756831
517,Li0-4Mn3SbO8,mp-752791_Li,mp-754156,mp-1309272
518,Li0-2Ti3MnO8,mp-777480_Li,mp-782664,mp-777480
519,Li0.5-1.5VP2HO8,mp-807730_Li,mp-807825,mp-857092
520,Li0-3Nb,mp-8636_Li,mp-8636,mp-1185184
521,Li0-1Ti3Mn5O16,mp-761137_Li,mp-1101292,mp-761137
522,Li0-4TiMn5O12,mp-754620_Li,mp-757064,mp-754620
523,Li0-2TiMn2O6,mp-776053_Li,mp-1101349,mp-776053
524,Li0-1YMo3O8,mp-19431_Li,mp-25579,mp-19431
525,Li1-2NiN,mp-29719_Li,mp-29719,mp-1210761
526,Li0-2TiMnO4,mp-754547_Li,mp-775296,mp-754547
527,Li1-2TiMnO4,mp-755668_Li,mp-1301329,mp-755668
528,Li2-4MnNi3O8,mp-752530_Li,mp-752530,mp-1177345
529,Li0.5-1.5VP2HO8,mp-1349064_Li,mp-1350121,mp-1349064
530,Li0-3Mo15Se19,mp-570170_Li,mp-570170,mp-1223482
531,Li0-1Y5(MoO6)2,mp-18821_Li,mp-18821,mp-1235516
532,Li0-4Mn3VO8,mp-756398_Li,mp-756398,mp-773098
533,Li0-1.75Mo3Se4,mp-21021_Li,mp-21021,mp-673706
534,Li0-3TiMn3O8,mp-755307_Li,mp-755307,mp-765565
535,Li0-0.5MnV2O4,mp-35475_Li,mp-35475,mp-1235517
536,Li0-4Mn3NiO8,mp-753229_Li,mp-1176568,mp-760206
537,Li4-1Mn3V5O16,mp-764265_Li,mp-773187,mp-764265
538,Li0-2Mn3VO8,mp-771315_Li,mp-771315,mp-781772
539,Li0-0.5Sm2Mo2O7,mp-554770_Li,mp-554770,mp-1235612
540,Li0-2VPHO5,mp-753560_Li,mp-1101197,mp-1275571
541,Li0-5Mo15S19,mp-31257_Li,mp-31257,mp-1198026
542,Li0-1MnVO4,mp-756542_Li,mp-756542,mp-861234
543,Li0.5-1.5VP2HO8,mp-777491_Li,mp-779208,mp-1177507
544,Li0-2.5TiMn4O10,mp-771355_Li,mp-777945,mp-771355
545,Li0-5Mn3V2O10,mp-756863_Li,mp-772119,mp-756863
546,Li1-2MnVO4,mp-753760_Li,mp-753949,mp-753760
547,Li0-4MnV3O8,mp-756896_Li,mp-774945,mp-756896
548,Li0-3MnV3O8,mp-756087_Li,mp-756087,mp-867644
549,Li0-5TiMn9O20,mp-771265_Li,mp-771265,mp-778500
550,Li3-4NbNi3O8,mp-754424_Li,mp-757382,mp-754424
551,Li0-2MnV5O12,mp-756126_Li,mp-756126,mp-776140
552,Li3-5Mn2V5O12,mp-757617_Li,mp-757617,mp-774681
553,Li3-4MnV3O8,mp-757175_Li,mp-757175,mp-759213
554,Li0-1MnVO4,mp-19107_Li,mp-25321,mp-19107
555,Li0-1YbNbO3,mp-1187578_Li,mp-1187578,mp-1235591
556,Li0-2Mo15Se19,mp-568488_Li,mp-568488,mp-1197196
557,Li6-8NbNi3(PO4)6,mp-759457_Li,mp-1176954,mp-759457
558,Li5-6ReN4,mp-3838_Li,mp-3838,mp-1246483
559,Li1-4NbTe2WO12,mp-752611_Li,mp-752611,mp-753044
560,Li1-4Nb(TeO4)3,mp-754519_Li,mp-754519,mp-759998
561,Li0-5TiMn3O8,mp-760216_Li,mp-774302,mp-761048
562,Li0-3MnV4O12,mp-756140_Li,mp-758590,mp-756140
563,Li1-4TiMn3O8,mp-759205_Li,mp-759309,mp-760999
564,Li3-4ZrNb(TeO6)2,mp-754249_Li,mp-754249,mp-756177
565,Li3-4Nb3TeO12,mp-754751_Li,mp-754751,mp-755915
566,Li0-4Ti3Nb2V3O16,mp-770898_Li,mp-770898,mp-774881
567,Li0-3MnV4O12,mp-752792_Li,mp-752792,mp-1282819
568,Li0-2Ti3NbO8,mp-775796_Li,mp-776082,mp-775796
569,Li0-6NbV3(PO4)6,mp-775224_Li,mp-775224,mp-1176951
570,Li2-5MnV3O8,mp-764142_Li,mp-775492,mp-764142
571,Li7-9Ti12NbO30,mp-767146_Li,mp-767146,mp-767490
572,Li1-2Nb(PO4)2,mp-26721_Li,mp-673070,mp-26721
573,Li1-4Nb(TeO4)3,mp-756515_Li,mp-758389,mp-756515
574,Li0-4Mn2V3O12,mp-760844_Li,mp-849562,mp-760844
575,Li7-9Ti7Nb5O30,mp-767392_Li,mp-767392,mp-767497
576,Li2-3Nb4ZnO12,mp-756376_Li,mp-756793,mp-756376
577,Li0-1Nb(PO3)4,mp-26767_Li,mp-32303,mp-26767
578,Li1-4Ti2Mn3O10,mp-752542_Li,mp-753655,mp-752796
579,Li1-2NbP4O13,mp-673156_Li,mp-684534,mp-673156
580,Li2-8Ti7Nb6O30,mp-759382_Li,mp-759382,mp-772997
581,Li0-1Nb(PO3)4,mp-26549_Li,mp-26550,mp-26549
582,Li2-5Nb6NiO18,mp-759780_Li,mp-759780,mp-775480
583,Li0-2Mo3S4,mp-2164_Li,mp-2164,mp-675779
584,Li0-1Nb2(PO4)3,mp-26389_Li,mp-26390,mp-26389
585,Li0-3Co3NiO8,mp-756196_Li,mp-773140,mp-759916
586,Li4-6Co5Ni3O16,mp-759805_Li,mp-772632,mp-759805
587,Li1-4Co3NiO8,mp-1275497_Li,mp-1275497,mp-1293179
588,Li1-3MnPCO7,mp-25394_Li,mp-756529,mp-25461
589,Li0-2Cr(SO4)2,mp-780338_Li,mp-780604,mp-850862
590,Li0-4Co3NiO8,mp-752738_Li,mp-752738,mp-867537
591,Li0-1FeCo9O20,mp-759050_Li,mp-771048,mp-764262
592,Li0.5-2FeCoO4,mp-755944_Li,mp-1176746,mp-1177967
593,Li0-3Co2NiO6,mp-753469_Li,mp-753469,mp-765538
594,Li0-2FeCu(PO4)2,mp-758722_Li,mp-775167,mp-758722
595,Li0-1Fe3Co7O20,mp-757626_Li,mp-775826,mp-760848
596,Li4-1Fe2Co3Ni3O16,mp-774891_Li,mp-774891,mp-779007
597,Li0-4Co3Cu3(TeO8)2,mp-757881_Li,mp-757881,mp-765052
598,Li3-5Co2Cu3O10,mp-752567_Li,mp-752567,mp-752862
599,Li0-4Mn3Nb2Co3O16,mp-763519_Li,mp-850531,mp-763519
600,Li0-2Nb2(PO4)3,mp-17242_Li,mp-17242,mp-776371
601,Li2-3MnV3O8,mp-755560_Li,mp-1284814,mp-1275845
602,Li0-1Nb(PO3)4,mp-757155_Li,mp-757155,mp-1176609
603,Li12-13Nb14ZnO42,mp-759244_Li,mp-767604,mp-768142
604,Li0.5-2VP2HO8,mp-754990_Li,mp-779883,mp-754990
605,Li0-1NbPO5,mp-772125_Li,mp-772125,mp-774859
606,Li3-9Nb3P8O29,mp-777751_Li,mp-777751,mp-778150
607,Li0-0.5NbPO5,mp-4888_Li,mp-4888,mp-1236143
608,Li0-3Nb4VO12,mp-753504_Li,mp-753925,mp-753504
609,Li0-2NbV3O8,mp-755814_Li,mp-755814,mp-776672
610,Li3-4NbV3O8,mp-754328_Li,mp-769967,mp-769928
611,Li1-2NbVO4,mp-755466_Li,mp-1306573,mp-755466
612,Li2-3Fe(BO3)2,mp-766461_Li,mp-766461,mp-770825
613,Li1-9Nb7V12O48,mp-774457_Li,mp-774457,mp-850928
614,Li0-2NbV3O8,mp-770930_Li,mp-1101449,mp-777682
615,Li0-4Ni5Te(PO4)6,mp-774836_Li,mp-850365,mp-774836
616,Li0-1Ti2Ni(PO5)2,mp-771595_Li,mp-771595,mp-771939
617,Li0.25-0.5FeBO3,mp-1353914_Li,mp-1380099,mp-1353914
618,Li3-5Fe3(BO3)4,mp-766497_Li,mp-766497,mp-766507
619,Li0-4Ni3Sb(PO4)4,mp-756181_Li,mp-775544,mp-756181
620,Li0-4Ni3Sn(PO4)4,mp-753100_Li,mp-774257,mp-753100
621,Li0-4TiNi5(PO4)6,mp-770943_Li,mp-772277,mp-770943
622,Li0-4V3Ni(PO4)4,mp-1101186_Li,mp-1101186,mp-1177236
623,Li1.5-2.5FeBO4,mp-759625_Li,mp-759625,mp-760269
624,Li0-2NiSn(PO4)2,mp-757910_Li,mp-757910,mp-770823
625,Li0.25-1FeBO3,mp-753072_Li,mp-774381,mp-777049
626,Li0-1Cr3O8,mp-545796_Li,mp-545796,mp-554940
627,Li0-0.5CrO2,mp-19177_Li,mp-19177,mp-1235526
628,Li0-4VNi3(PO4)4,mp-757423_Li,mp-775192,mp-757423
629,Li0-2Ni2(SO4)3,mp-768526_Li,mp-768526,mp-768590
630,Li0-1NbS2,mp-7936_Li,mp-10033,mp-7936
631,Li0-1CrO2,mp-1009555_Li,mp-1009555,mp-1236414
632,Li6-8VNi3(PO4)6,mp-759133_Li,mp-759133,mp-760785
633,Li0-1Ni(SO4)2,mp-772423_Li,mp-772423,mp-774590
634,Li0-1Cr3O8,mp-674219_Li,mp-754874,mp-674219
635,Li0-1Ni2(SO4)3,mp-778860_Li,mp-779766,mp-778860
636,Li0-1CrO3,mp-1185311_Li,mp-1429856,mp-1185311
637,Li0.67-1CrO2,mp-753227_Li,mp-753941,mp-753227
638,Li0-0.5CrO2,mp-1045514_Li,mp-1389152,mp-1045514
639,Li0-0.5HoAg(WO4)2,mp-1212201_Li,mp-1212201,mp-1235646
640,Li0-0.5Tb2AlFeO6,mp-1217718_Li,mp-1217718,mp-1235259
641,Li0-1Al2Cu,mp-985806_Li,mp-985806,mp-1185307
642,Li0-1AuC2,mp-29868_Li,mp-1214766,mp-29868
643,Li0-1MnAs,mp-1008911_Li,mp-1009131,mp-1008911
644,Li0-1CuAuO2,mp-754126_Li,mp-754126,mp-1236152
645,Li0-4Al3Cr3(SbO8)2,mp-756662_Li,mp-756662,mp-770625
646,Li1-2SbAu,mp-12564_Li,mp-12564,mp-30404
647,Li0-1TaNb(AgO3)2,mp-1217907_Li,mp-1217907,mp-1236593
648,Li2-3CuAsCO7,mp-768589_Li,mp-770477,mp-768589
649,Li0.95-1FeAs,mp-21471_Li,mp-530480,mp-21471
650,Li1-2VAsCO7,mp-756295_Li,mp-756295,mp-772133
651,Li0-1FeAs2O7,mp-18878_Li,mp-25260,mp-18878
652,Li1-2CrAsCO7,mp-768612_Li,mp-768612,mp-773176
653,Li0-1CoAsO4,mp-20046_Li,mp-1213775,mp-20046
654,Li0-1MnAsO4,mp-20052_Li,mp-510755,mp-20052
655,Li1-3MnAsCO7,mp-770905_Li,mp-770905,mp-771034
656,Li2-3FeBAsO7,mp-771029_Li,mp-1177952,mp-771029
657,Li1-1.15MnAs,mp-21284_Li,mp-21284,mp-531949
658,Li2-3FeBPO7,mp-756319_Li,mp-777716,mp-756319
659,Li0-1VAsO5,mp-17387_Li,mp-510763,mp-17387
660,Li0-0.5CuBH4ClO4,mp-1191142_Li,mp-1191142,mp-1236222
661,Li2-3MnBAsO7,mp-771037_Li,mp-772182,mp-771037
662,Li0-1NiAsO4,mp-22243_Li,mp-510749,mp-22243
663,Li1-3FeAsCO7,mp-770902_Li,mp-770902,mp-770939
664,Li2.25-3Cr(BO3)2,mp-758885_Li,mp-759279,mp-760261
665,Li0.67-1NiBO3,mp-755271_Li,mp-1177892,mp-755271
666,Li0-1CrB3(HO3)3,mp-778018_Li,mp-778931,mp-778018
667,Li1-1.25CuBO3,mp-753471_Li,mp-753471,mp-771172
668,Li3-4VAs2O9,mp-1177164_Li,mp-1177474,mp-1177164
669,Li0-2Co3BiO8,mp-756423_Li,mp-756635,mp-756423
670,Li2-3MnBPO7,mp-757046_Li,mp-771706,mp-757046
671,Li0-3Fe2(AsO4)3,mp-542008_Li,mp-543107,mp-542008
672,Li0-0.5AlV2O4,mp-1045538_Li,mp-1045538,mp-1235052
673,Li2-3VBPO7,mp-768575_Li,mp-771701,mp-768575
674,Li2-3Ti(BO3)2,mp-759926_Li,mp-759926,mp-770194
675,Li0-1.25CoBO3,mp-756081_Li,mp-765572,mp-1177143
676,Li0-1Sm3Bi(Ru2O7)2,mp-1219209_Li,mp-1219209,mp-1236198
677,Li1-2CuPCO7,mp-25456_Li,mp-25466,mp-25456
678,Li0-0.5Cu2H4CO5,mp-1192779_Li,mp-1192779,mp-1235090
679,Li0.67-1.33Cr(CO3)2,mp-757965_Li,mp-757965,mp-758282
680,Li0-1Bi(PdO2)2,mp-25201_Li,mp-25201,mp-559893
681,Li0-0.5VBiPbO5,mp-23637_Li,mp-23637,mp-1235128
682,Li0-2Ti3(BiO3)4,mp-23427_Li,mp-723064,mp-630234
683,Li1-2CuCSO7,mp-768599_Li,mp-768599,mp-771969
684,Li1-2CrCSO7,mp-768607_Li,mp-773160,mp-768607
685,Li0-5V3Bi2(PO4)6,mp-772437_Li,mp-772437,mp-1177171
686,Li1-2AlVO4,mp-755460_Li,mp-769572,mp-755460
687,Li0-1Bi3PbWClO8,mp-1227566_Li,mp-1227566,mp-1235925
688,Li1-3Al2FeO6,mp-755069_Li,mp-755069,mp-770727
689,Li0-1V5(BO5)2,mp-756548_Li,mp-771822,mp-756548
690,Li0-1Bi(WO4)2,mp-1041572_Li,mp-1041572,mp-1211195
691,Li0-1VBO4,mp-754594_Li,mp-754594,mp-754909
692,Li2-3Cr(CO3)3,mp-765400_Li,mp-780684,mp-765400
693,Li4-6Cu2C4SO16,mp-776330_Li,mp-776330,mp-780401
694,Li4-6Fe2C4SO16,mp-770599_Li,mp-781611,mp-770599
695,Li0-2CoH8(CO5)2,mp-770604_Li,mp-772431,mp-770604
696,Li2-3MnSiCO7,mp-768606_Li,mp-768606,mp-772668
697,Li1-2NiCSO7,mp-770369_Li,mp-770369,mp-771145
698,Li4-6Ni2C4SO16,mp-776423_Li,mp-778481,mp-776423
699,Li0.5-2Cr(CO3)2,mp-752834_Li,mp-753855,mp-753778
700,Li4-6Mn2C4SO16,mp-771387_Li,mp-776358,mp-771387
701,Li0-2FeCSO7,mp-770901_Li,mp-1178258,mp-771011
702,Li1-2CoH8(CO5)2,mp-759255_Li,mp-759255,mp-770598
703,Li1-2CdSb,mp-16271_Li,mp-1100425,mp-16271
704,Li4-4.5Cr2C4SO16,mp-771912_Li,mp-771912,mp-776454
705,Li0-1TiNCl,mp-27850_Li,mp-27850,mp-1078503
706,Li2-3FeSiCO7,mp-770822_Li,mp-772072,mp-770822
707,Li4-6Co2C4SO16,mp-770515_Li,mp-770944,mp-780426
708,Li0-1CuHCO4,mp-769201_Li,mp-769935,mp-769201
709,Li1-2PWCO7,mp-25398_Li,mp-25414,mp-25398
710,Li0-2NiH8(CO5)2,mp-771916_Li,mp-772564,mp-771916
711,Li0-1WCl6,mp-570512_Li,mp-571518,mp-570512
712,Li1-2CoCSO7,mp-771972_Li,mp-773196,mp-771972
713,Li0-1FeWClO4,mp-556603_Li,mp-556603,mp-1210860
714,Li1-2Ni(CO3)2,mp-752720_Li,mp-763540,mp-766032
715,Li1.5-2Ni(CO3)2,mp-765316_Li,mp-765316,mp-766019
716,Li1-2Ni(CO3)2,mp-757402_Li,mp-758769,mp-759758
717,Li1.5-2.5CrPCO7,mp-25455_Li,mp-763241,mp-1177167
718,Li1-3CoPCO7,mp-25454_Li,mp-25464,mp-25458
719,Li0-0.5LuWClO4,mp-1103690_Li,mp-1103690,mp-1235179
720,Li4-6V2C4SO16,mp-769578_Li,mp-776347,mp-776436
721,Li0-0.5FeClO,mp-540828_Li,mp-540828,mp-755254
722,Li0-1FeMoClO4,mp-23123_Li,mp-23123,mp-561410
723,Li0-4Mn3Cr2Co3O16,mp-769581_Li,mp-772635,mp-769581
724,Li1-3TiPCO7,mp-25400_Li,mp-25418,mp-25462
725,Li0-1Mn3Cr3(CoO8)2,mp-776269_Li,mp-780886,mp-780494
726,Li0-1Fe2C2O7,mp-759204_Li,mp-759204,mp-849784
727,Li0-1Fe(CO3)2,mp-752929_Li,mp-752929,mp-753899
