,battery_formula,battery_id,charge_id,discharge_id
1099,Li0-1Mn(PO3)3,mp-26937_Li,mp-504351,mp-26937
1100,Li1-3Mn(PO4)2,mp-753895_Li,mp-753895,mp-863426
1101,Li1.62-2MnO3,mp-18988_Li,mp-758698,mp-18988
1102,Li1-2Mn(PO4)2,mp-753291_Li,mp-753867,mp-753291
1103,Li0-1Mn(PO3)4,mp-26783_Li,mp-32028,mp-26783
1104,Li0-2Mn(PO3)5,mp-705355_Li,mp-849736,mp-705355
1105,Li0-0.25MnO2,mp-19395_Li,mp-19395,mp-1003315
1106,Li0-1Mn(PO3)4,mp-32018_Li,mp-32018,mp-540331
1107,Li0-1Mn(PO3)3,mp-557190_Li,mp-557190,mp-775915
1108,Li5-6MnO4,mp-754285_Li,mp-774621,mp-770533
1109,Li3-5.5Mn3O8,mp-758802_Li,mp-770608,mp-779771
1110,Li1-2Mn(PO3)4,mp-540477_Li,mp-689967,mp-540477
1111,Li0-1Mn(PO3)3,mp-26019_Li,mp-704236,mp-26019
1112,Li0-1Mn(PO3)4,mp-26274_Li,mp-26274,mp-31950
1113,Li0.83-0.92MnBO3,mp-884044_Li,mp-893207,mp-884044
1114,Li0.06-0.3MnO2,mp-685250_Li,mp-685250,mp-705636
1115,Li1-2Mn(PO3)4,mp-26095_Li,mp-694557,mp-26095
1116,Li0.17-0.89MnO2,mp-752668_Li,mp-1176651,mp-759775
1117,Li0-1Mn(PO3)3,mp-763790_Li,mp-763790,mp-1663238
1118,Li0.5-0.88MnBO3,mp-777359_Li,mp-849990,mp-779028
1119,Li0.11-0.67MnO2,mp-753228_Li,mp-1177832,mp-762412
1120,Li0-1Mn2P3O10,mp-26977_Li,mp-26978,mp-26977
1121,Li0-1Mn2P2O9,mp-1040954_Li,mp-1040954,mp-1097049
1122,Li1-3Mn2(PO4)3,mp-26453_Li,mp-32023,mp-26453
1123,Li1-2Mn(PO3)4,mp-25887_Li,mp-704184,mp-25887
1124,Li0.1-0.45MnO2,mp-673697_Li,mp-766948,mp-690161
1125,Li0-1Mn(PO3)3,mp-771905_Li,mp-771905,mp-780845
1126,Li2-3Mn(PO4)2,mp-754753_Li,mp-758816,mp-1663233
1127,Li0-1Mn2PO5,mp-770538_Li,mp-770538,mp-776397
1128,Li0-2Mn(PO3)4,mp-31979_Li,mp-759549,mp-31979
1129,Li0-1Mn(PO3)3,mp-19492_Li,mp-25237,mp-19492
1130,Li1.5-3Mn2(PO4)3,mp-26367_Li,mp-766502,mp-26367
1131,Li1-3Mn(PO4)2,mp-31972_Li,mp-867825,mp-31972
1132,Li0-2Mn(PO3)4,mp-26983_Li,mp-26984,mp-780694
1133,Li1-3Mn2(PO4)3,mp-26368_Li,mp-26368,mp-860928
1134,Li0-2Mn3(P2O7)2,mp-32027_Li,mp-706469,mp-32027
1135,Li0-1Mn3P3O13,mp-1013917_Li,mp-1047928,mp-1013917
1136,Li0-1Mn2P3O11,mp-25829_Li,mp-25830,mp-25829
1137,Li0-2Mn3(P2O7)2,mp-26083_Li,mp-694554,mp-26083
1138,Li0-3Mn2P5O16,mp-26187_Li,mp-27026,mp-26187
1139,Li0-1Mn4(PO4)3,mp-26393_Li,mp-26394,mp-26393
1140,Li0-1Mn4(PO4)3,mp-25969_Li,mp-25970,mp-25969
1141,Li0-1Mn4(PO4)3,mp-31931_Li,mp-705354,mp-31931
1142,Li0-6Mn9(PO4)8,mp-25923_Li,mp-704227,mp-25923
1143,Li0-1MnP2O7,mp-26397_Li,mp-697788,mp-26397
1144,Li0-4Mn5(P3O11)2,mp-25857_Li,mp-31954,mp-25857
1145,Li0-1MnP2O7,mp-26339_Li,mp-26340,mp-26339
1146,Li0-3Mn3(PO4)4,mp-697730_Li,mp-697730,mp-1101551
1147,Li0-1Mn4P7O24,mp-1324282_Li,mp-1364006,mp-1324282
1148,Li0-4Mn7(PO4)6,mp-770696_Li,mp-770696,mp-849324
1149,Li0-2Mn7(P2O7)4,mp-778008_Li,mp-778008,mp-780778
1150,Li0-1Mn4(PO4)3,mp-25932_Li,mp-25932,mp-585189
1151,Li0-1Mn4(PO4)3,mp-27085_Li,mp-504398,mp-27085
1152,Li0-1.5MnO2,mp-22584_Li,mp-25275,mp-691164
1153,Li1-5Mn3(PO4)4,mp-755112_Li,mp-758525,mp-755112
1154,Li0-2MnP2O7,mp-26379_Li,mp-697742,mp-540421
1155,Li0-1Mn6PO12,mp-26065_Li,mp-26066,mp-26065
1156,Li0-1Mn4(P2O7)3,mp-776632_Li,mp-779338,mp-776632
1157,Li0-1MnP2O7,mp-27031_Li,mp-27032,mp-27031
1158,Li0-2MnP2O7,mp-755561_Li,mp-755561,mp-1177905
1159,Li0-1MnP2O7,mp-26632_Li,mp-26632,mp-1101530
1160,Li0-1Mn6P7O24,mp-26005_Li,mp-504168,mp-26005
1161,Li0-1MnP2O7,mp-26138_Li,mp-26138,mp-31924
1162,Li0-2MnP2O7,mp-771388_Li,mp-771388,mp-775905
1163,Li0-1MnPO4,mp-756329_Li,mp-756329,mp-860939
1164,Li0-2MnP2O7,mp-26734_Li,mp-26734,mp-695780
1165,Li1-2MnP2O7,mp-26257_Li,mp-540193,mp-26257
1166,Li0-2MnP2O7,mp-771660_Li,mp-771660,mp-775903
1167,Li3-9Mn3P8O29,mp-26035_Li,mp-1177655,mp-26035
1168,Li0-1Fe2OF3,mp-776904_Li,mp-777541,mp-776904
1169,Li0-1MnPO4,mp-27066_Li,mp-27066,mp-1172916
1170,Li0-1MnPO4,mp-766388_Li,mp-849889,mp-859101
1171,Li0-1MnPO4,mp-504178_Li,mp-704492,mp-504178
1172,Li0.5-1MnPO4,mp-690866_Li,mp-753420,mp-1663809
1173,Li0-1Fe5(OF2)4,mp-752802_Li,mp-752802,mp-754972
1174,Li0-3Fe3OF7,mp-764593_Li,mp-1178324,mp-764593
1175,Li0-3Fe5OF11,mp-779353_Li,mp-1178250,mp-779353
1176,Li0-1Fe4OF7,mp-776991_Li,mp-881173,mp-776991
1177,Li0.5-1MnPO5,mp-757358_Li,mp-766439,mp-757358
1178,Li0-1Fe5(OF2)4,mp-754310_Li,mp-754310,mp-1176720
1179,Li0-2MnP2O7,mp-770558_Li,mp-770558,mp-776393
1180,Li1-2MnP2O7,mp-31960_Li,mp-31960,mp-1101535
1181,Li3-4MnP2O9,mp-757635_Li,mp-867845,mp-757635
1182,Li0-1MnPO4,mp-776296_Li,mp-777460,mp-776296
1183,Li0-1Mn4P7O24,mp-540414_Li,mp-540414,mp-1101573
1184,Li0-2MnP2O7,mp-26981_Li,mp-26982,mp-770967
1185,Li1-2MnP2O7,mp-26413_Li,mp-697744,mp-26413
1186,Li0-2MnP2O7,mp-757059_Li,mp-757059,mp-1177902
1187,Li0-1Mn5(P2O7)4,mp-540042_Li,mp-540042,mp-540517
1188,Li0-2MnP2O7,mp-26555_Li,mp-585266,mp-31953
1189,Li0-0.67MnPO4,mp-772041_Li,mp-772269,mp-772041
1190,Li0-0.5MnPO4,mp-540146_Li,mp-540146,mp-1176680
1191,Li0-2MnP2O7,mp-540033_Li,mp-540416,mp-540223
1192,Li0-2MnP2O7,mp-770531_Li,mp-770531,mp-776396
1193,Li0-1MnPO4,mp-26057_Li,mp-540118,mp-26057
1194,Li0-1MnPO4,mp-26071_Li,mp-694547,mp-26071
1195,Li0-1MnPO4,mp-25971_Li,mp-25972,mp-25971
1196,Li0-6Mn3(PO4)4,mp-26060_Li,mp-26060,mp-780723
1197,Li0-1MnPO4,mp-26219_Li,mp-26220,mp-26219
1198,Li0-1MnPO4,mp-26607_Li,mp-697761,mp-26607
1199,Li0-1MnPO4,mp-26941_Li,mp-689981,mp-26941
1200,Li0.5-1MnPO4,mp-25831_Li,mp-753476,mp-25831
1201,Li0-1MnPO4,mp-18997_Li,mp-26980,mp-18997
1202,Li0.5-1MnPO4,mp-753423_Li,mp-753423,mp-857355
1203,Li0-1Fe3OF5,mp-753410_Li,mp-779913,mp-753410
1204,Li0-1Fe3(OF3)2,mp-754427_Li,mp-777811,mp-754427
1205,Li0.33-0.5MnPO4,mp-768389_Li,mp-1176727,mp-768389
1206,Li1-4Fe3(OF3)2,mp-752847_Li,mp-756353,mp-752847
1207,Li0-1MnPO4,mp-26819_Li,mp-26820,mp-861056
1208,Li0-1Fe2O2F3,mp-755377_Li,mp-755377,mp-756358
1209,Li0-14Mn9(P2O7)8,mp-504117_Li,mp-504117,mp-705402
1210,Li0-0.5Fe3(OF2)2,mp-754278_Li,mp-754278,mp-1235528
1211,Li0-0.25Fe2O3F,mp-756779_Li,mp-756779,mp-1236324
1212,Li0-3Fe5OF11,mp-1342745_Li,mp-1346391,mp-1342745
1213,Li0.5-1MnPO4,mp-766455_Li,mp-766455,mp-857356
1214,Li0-1Fe7(OF3)3,mp-807122_Li,mp-807827,mp-807122
1215,Li4-5FeOF5,mp-775155_Li,mp-775155,mp-1177101
1216,Li2-3FeOF3,mp-752488_Li,mp-755818,mp-752488
1217,Li4-5Mn2Co3O10,mp-778482_Li,mp-778482,mp-861490
1218,Li0.5-1.75MnP2O7,mp-554804_Li,mp-849633,mp-1177074
1219,Li0-1MnPO4,mp-585279_Li,mp-705467,mp-585279
1220,Li0.33-0.5MnPO4,mp-768515_Li,mp-768571,mp-768515
1221,Li0-1Fe7O7F,mp-1176712_Li,mp-1178254,mp-1176712
1222,Li0-0.5Fe4O7F,mp-753155_Li,mp-753155,mp-1235421
1223,Li0-0.12FeOF,mp-763022_Li,mp-763022,mp-1235795
1224,Li0-4Fe7(OF7)2,mp-757088_Li,mp-777455,mp-757088
1225,Li0-0.12FeOF,mp-759192_Li,mp-759192,mp-1235661
1226,Li0-1MnPO4,mp-26284_Li,mp-26284,mp-31940
1227,Li0.5-1MnPO5,mp-757759_Li,mp-766128,mp-1180529
1228,Li0-3Fe5OF11,mp-778257_Li,mp-1178251,mp-778257
1229,Li7-8FeO5F,mp-754420_Li,mp-754420,mp-755400
1230,Li3-4FeOF4,mp-754295_Li,mp-754295,mp-754592
1231,Li0-5Fe7O3F13,mp-754593_Li,mp-754593,mp-780457
1232,Li0-3Mn(CoO2)4,mp-756302_Li,mp-757157,mp-756302
1233,Li0-3Fe5OF11,mp-1332209_Li,mp-1332209,mp-1376805
1234,Li0.33-0.5MnPO4,mp-768541_Li,mp-768541,mp-1176722
1235,Li0-2Fe4OF8,mp-754705_Li,mp-754705,mp-849951
1236,Li0-1Fe7(OF3)3,mp-754332_Li,mp-781010,mp-754332
1237,Li0-0.67MnPO4,mp-768444_Li,mp-768444,mp-778864
1238,Li0-0.5Fe4O7F,mp-780891_Li,mp-780891,mp-1235069
1239,Li2-3FeOF3,mp-752830_Li,mp-752830,mp-887364
1240,Li0.33-0.5MnPO4,mp-768477_Li,mp-1176664,mp-768497
1241,Li0-2Mn(CoO3)2,mp-759777_Li,mp-759777,mp-1177992
1242,Li4-5FeOF5,mp-777279_Li,mp-779064,mp-777279
1243,Li2-3FeOF3,mp-764977_Li,mp-764977,mp-777299
1244,Li3-4Mn(PO4)2,mp-26081_Li,mp-881278,mp-26081
1245,Li0.2-1MnO2,mp-753084_Li,mp-759136,mp-756475
1246,Li0-3Mn3(PO4)4,mp-26143_Li,mp-26144,mp-26143
1247,Li0-1Mn2P3O10,mp-26927_Li,mp-697794,mp-26927
1248,Li1-3Mn(PO4)2,mp-753513_Li,mp-754179,mp-753513
1249,Li0-5Mn2(PO4)3,mp-26061_Li,mp-26062,mp-768651
1250,Li0-3Mn(CoO3)2,mp-761633_Li,mp-763057,mp-761633
1251,Li0-2Mn2CoO6,mp-752633_Li,mp-752633,mp-754926
1252,Li1-5Mn2(PO4)3,mp-26039_Li,mp-26118,mp-849398
1253,Li0-4Mn2Co5O12,mp-753188_Li,mp-757022,mp-774397
1254,Li6-8FeO5F,mp-759661_Li,mp-764903,mp-776549
1255,Li2-5Mn2CoO8,mp-1174049_Li,mp-1222848,mp-1174049
1256,Li0-4Mn5V(PO4)6,mp-772144_Li,mp-772144,mp-775798
1257,Li0-1TiO2,mp-1235941_Li,mp-1426806,mp-1235941
1258,Li1-5Ni2(PO4)3,mp-26275_Li,mp-540199,mp-761038
1259,Li3-4MnV(PO4)3,mp-768721_Li,mp-777816,mp-768721
1260,Li0-0.5Ti2O3,mp-1101295_Li,mp-1101295,mp-1236151
1261,Li0-1NiPO4,mp-22417_Li,mp-504165,mp-22417
1262,Li0-4MnV3(PO4)4,mp-757477_Li,mp-775134,mp-757477
1263,Li4-5Ti3O8,mp-755266_Li,mp-755266,mp-756645
1264,Li0-1NiP2O7,mp-26345_Li,mp-32334,mp-26345
1265,Li0-1Ti3O4,mp-755875_Li,mp-755875,mp-1235293
1266,Li0-0.75TiO2,mp-2657_Li,mp-2657,mp-558256
1267,Li0-2MnV2(PO4)3,mp-757262_Li,mp-775212,mp-757262
1268,Li0-1NiPO4,mp-705448_Li,mp-705637,mp-705448
1269,Li0.33-0.67TiO2,mp-752891_Li,mp-752891,mp-758089
1270,Li1-5Ni2(PO4)3,mp-26437_Li,mp-26438,mp-777338
1271,Li0-1Ti8O13,mp-752989_Li,mp-752989,mp-755797
1272,Li1-3MnV(PO4)3,mp-1355553_Li,mp-1355553,mp-1357736
1273,Li4-7Ti11O24,mp-766543_Li,mp-766548,mp-766543
1274,Li0-0.33TiO2,mp-754937_Li,mp-766454,mp-754937
1275,Li4-7Ti11O24,mp-759812_Li,mp-759812,mp-766823
1276,Li0-1NiP2O7,mp-26211_Li,mp-26212,mp-26211
1277,Li0-1TiO2,mp-25417_Li,mp-25433,mp-25417
1278,Li0-1V2(OF)3,mp-764087_Li,mp-764087,mp-776867
1279,Li0-1V2(OF)3,mp-782821_Li,mp-850989,mp-782821
1280,Li2-3V(OF)2,mp-759168_Li,mp-759885,mp-759168
1281,Li0-0.5TiO2,mp-756587_Li,mp-756587,mp-776170
1282,Li0-0.5TiO2,mp-554278_Li,mp-554278,mp-1104112
1283,Li0.75-1TiO2,mp-753131_Li,mp-761891,mp-772030
1284,Li0-1TiO2,mp-390_Li,mp-390,mp-38280
1285,Li0-0.75TiO2,mp-1840_Li,mp-1840,mp-1222595
1286,Li1-1.5V(OF)2,mp-754864_Li,mp-765626,mp-776500
1287,Li0-1V2(OF)3,mp-763965_Li,mp-763965,mp-777289
1288,Li0-1V2O2F3,mp-752937_Li,mp-753052,mp-752937
1289,Li1-2V(OF)2,mp-752823_Li,mp-1539853,mp-752823
1290,Li2-4MnV(PO4)3,mp-768545_Li,mp-768547,mp-768583
1291,Li0.5-1TiO2,mp-755000_Li,mp-760832,mp-755000
1292,Li0-1V2(OF)3,mp-763169_Li,mp-763169,mp-779054
1293,Li4-8Ti15O32,mp-759678_Li,mp-759678,mp-759713
1294,Li0-1V2OF5,mp-752757_Li,mp-752757,mp-753339
1295,Li0-1V2(OF)3,mp-779071_Li,mp-1101234,mp-779071
1296,Li0-12Mn7V(PO4)12,mp-772136_Li,mp-772136,mp-1178090
1297,Li1-2V(OF)2,mp-761125_Li,mp-765509,mp-761125
1298,Li2-3V(OF)2,mp-753080_Li,mp-1280578,mp-753080
1299,Li0-1V2OF5,mp-776421_Li,mp-1574993,mp-776421
1300,Li0-1V2OF5,mp-752923_Li,mp-752923,mp-776440
1301,Li0-1V2OF5,mp-761130_Li,mp-761130,mp-863406
1302,Li0-1V2O3F,mp-752997_Li,mp-752997,mp-765841
1303,Li0-1V2(OF)3,mp-754270_Li,mp-754270,mp-754467
1304,Li0-1V2O2F3,mp-753928_Li,mp-764379,mp-753928
1305,Li4-6Ti9O20,mp-767633_Li,mp-767633,mp-1324091
1306,Li0-6MnV3(PO4)6,mp-759256_Li,mp-774413,mp-777761
1307,Li0-1V2OF5,mp-754609_Li,mp-754609,mp-776415
1308,Li0-1V2OF5,mp-753036_Li,mp-1648259,mp-776389
1309,Li0-1V3(O2F)2,mp-753023_Li,mp-765508,mp-753023
1310,Li0-1V2OF5,mp-752625_Li,mp-763192,mp-775937
1311,Li0-1V2OF5,mp-767433_Li,mp-1101227,mp-767433
1312,Li0-2Ti13O22,mp-656852_Li,mp-656852,mp-772150
1313,Li0-1V2OF5,mp-759829_Li,mp-759829,mp-861457
1314,Li0.92-1.17V(OF)2,mp-775890_Li,mp-776317,mp-775890
1315,Li0-1V2OF5,mp-753681_Li,mp-764448,mp-765223
1316,Li0-1V3(OF3)2,mp-753466_Li,mp-759157,mp-753466
1317,Li0-1V2OF5,mp-779058_Li,mp-780763,mp-779058
1318,Li0-1V2OF5,mp-776420_Li,mp-779365,mp-776420
1319,Li0-1V2OF5,mp-759739_Li,mp-764357,mp-760019
1320,Li0-1V2OF5,mp-759520_Li,mp-764159,mp-849711
1321,Li0-1V2OF5,mp-764367_Li,mp-764367,mp-860940
1322,Li0-3V2OF7,mp-752612_Li,mp-765500,mp-752612
1323,Li0-1V3(OF3)2,mp-764333_Li,mp-1568809,mp-867665
1324,Li0-1V3O5F,mp-752985_Li,mp-753016,mp-752985
1325,Li0-1V2OF5,mp-760930_Li,mp-760930,mp-849639
1326,Li0-1V2OF5,mp-775438_Li,mp-775438,mp-778879
1327,Li0-1V3OF11,mp-752857_Li,mp-752857,mp-850394
1328,Li0-2V2OF5,mp-758804_Li,mp-764744,mp-759836
1329,Li0-1V3O5F3,mp-758438_Li,mp-759530,mp-758438
1330,Li0-1V2OF5,mp-756285_Li,mp-756285,mp-776824
1331,Li0-1V2OF7,mp-759705_Li,mp-759705,mp-764752
1332,Li0-1V3OF11,mp-777269_Li,mp-780323,mp-777269
1333,Li0-2V3(OF)4,mp-752838_Li,mp-760115,mp-752838
1334,Li0-1V2OF5,mp-756060_Li,mp-756060,mp-775943
1335,Li0-1V3OF11,mp-777575_Li,mp-1101185,mp-777575
1336,Li0-4V3OF11,mp-777267_Li,mp-778369,mp-777267
1337,Li0-1V3OF11,mp-849451_Li,mp-849451,mp-1176563
1338,Li0-1V3OF11,mp-801665_Li,mp-801665,mp-863350
1339,Li0-2V2OF6,mp-753637_Li,mp-1101248,mp-753637
1340,Li0-1V3O5F3,mp-759642_Li,mp-759642,mp-764754
1341,Li0-4V3OF11,mp-777723_Li,mp-777723,mp-1177195
1342,Li0-4V3OF11,mp-761012_Li,mp-761012,mp-780283
1343,Li0-3V4(OF3)3,mp-755439_Li,mp-759200,mp-755439
1344,Li1-4V3OF11,mp-752815_Li,mp-752815,mp-765238
1345,Li2-3V3O3F5,mp-752572_Li,mp-764201,mp-759089
1346,Li0-3V4(OF3)3,mp-778208_Li,mp-850332,mp-778208
1347,Li0-1V4O5F7,mp-807948_Li,mp-856175,mp-807948
1348,Li0-3V4(OF3)3,mp-754854_Li,mp-1101222,mp-754854
1349,Li0-3V4(OF3)3,mp-850774_Li,mp-1101199,mp-850774
1350,Li0-1V3OF11,mp-775901_Li,mp-777440,mp-775901
1351,Li0-4V4(OF3)3,mp-755229_Li,mp-755229,mp-765901
1352,Li0-4V3OF11,mp-774359_Li,mp-774359,mp-1177290
1353,Li0-3V4(OF3)3,mp-777342_Li,mp-777342,mp-778178
1354,Li0-3V4(OF3)3,mp-764879_Li,mp-764879,mp-778244
1355,Li0-1V4O5F7,mp-755719_Li,mp-755719,mp-776429
1356,Li0-1V3OF11,mp-775902_Li,mp-776537,mp-775902
1357,Li0-1V4O5F7,mp-758950_Li,mp-758950,mp-776430
1358,Li0-1V3OF11,mp-759668_Li,mp-759668,mp-1176554
1359,Li0-4V4(OF3)3,mp-801838_Li,mp-861804,mp-801838
1360,Li0-3V4(OF3)3,mp-1333053_Li,mp-1408860,mp-1333053
1361,Li0-1V3OF11,mp-760355_Li,mp-760355,mp-777339
1362,Li0-1V4O5F7,mp-775904_Li,mp-849292,mp-775904
1363,Li0-1V4O5F7,mp-754849_Li,mp-755181,mp-754849
1364,Li0-3V4O7F5,mp-760947_Li,mp-760947,mp-775924
1365,Li0-3V4(OF3)3,mp-779309_Li,mp-779309,mp-849712
1366,Li0-1V4O5F7,mp-1411949_Li,mp-1411949,mp-1443123
1367,Li0-3V4(OF3)3,mp-777880_Li,mp-777880,mp-779062
1368,Li0-1V4OF11,mp-755111_Li,mp-1302830,mp-755111
1369,Li0-4V3OF11,mp-759226_Li,mp-759226,mp-778466
1370,Li0-1V4O5F7,mp-761197_Li,mp-761197,mp-779340
1371,Li0-1V4O5F7,mp-764736_Li,mp-764736,mp-776433
1372,Li0-1V4O5F7,mp-755130_Li,mp-755640,mp-755130
1373,Li0-3V4(OF3)3,mp-774383_Li,mp-774383,mp-778226
1374,Li0-1V4O5F7,mp-755196_Li,mp-1101221,mp-755196
1375,Li0-3V4(OF3)3,mp-778106_Li,mp-778865,mp-778106
1376,Li0-1V4O5F7,mp-759807_Li,mp-759807,mp-779059
1377,Li0-1V4OF11,mp-754461_Li,mp-754461,mp-776414
1378,Li0-4V4(OF3)3,mp-1367753_Li,mp-1389506,mp-1367753
1379,Li0-0.75TiO2,mp-9173_Li,mp-9173,mp-755615
1380,Li0-1V4OF11,mp-764086_Li,mp-764086,mp-776457
1381,Li0-1V4OF11,mp-777832_Li,mp-1101212,mp-777832
1382,Li0-1V4O5F7,mp-759410_Li,mp-759410,mp-777291
1383,Li0-2V4OF12,mp-757416_Li,mp-758958,mp-757416
1384,Li0-1V4OF11,mp-779347_Li,mp-779347,mp-849737
1385,Li0-1V4OF11,mp-774387_Li,mp-774387,mp-777640
1386,Li0-1V4OF11,mp-1367296_Li,mp-1393057,mp-1367296
1387,Li0-1V4OF11,mp-760358_Li,mp-760358,mp-777831
1388,Li0-1V4OF11,mp-760914_Li,mp-760914,mp-779759
1389,Li0-11V6O5F19,mp-760913_Li,mp-760913,mp-778354
1390,Li4-5V5O9F,mp-758679_Li,mp-758679,mp-761283
1391,Li0-1V6O7F5,mp-755871_Li,mp-755871,mp-776403
1392,Li0-1V4OF11,mp-760888_Li,mp-760888,mp-1176557
1393,Li0-1V4OF11,mp-764470_Li,mp-764470,mp-779025
1394,Li0-11V6O5F19,mp-764557_Li,mp-764557,mp-780480
1395,Li0-1V6O7F5,mp-755088_Li,mp-763201,mp-755088
1396,Li0-1V4OF11,mp-779753_Li,mp-781049,mp-779753
1397,Li0-1V4OF11,mp-777854_Li,mp-779609,mp-777854
1398,Li0-1V4OF11,mp-756220_Li,mp-756220,mp-778177
1399,Li0-1V6O7F5,mp-776417_Li,mp-781614,mp-776417
1400,Li0-1V4OF11,mp-764606_Li,mp-764606,mp-1176561
1401,Li0-1V6O7F5,mp-756022_Li,mp-756028,mp-756022
1402,Li0-5V6O5F19,mp-760037_Li,mp-760037,mp-777740
1403,Li0-1V6O11F,mp-763992_Li,mp-763992,mp-1236176
1404,Li0-1V6O7F5,mp-754452_Li,mp-777608,mp-754452
1405,Li2-3VO3F,mp-758195_Li,mp-759788,mp-758195
1406,Li0-1V6O7F5,mp-763927_Li,mp-763927,mp-777798
1407,Li0-5V6O5F19,mp-777859_Li,mp-777859,mp-1177029
1408,Li0-1V6O7F5,mp-754836_Li,mp-754836,mp-777054
1409,Li0-1VO2F,mp-752626_Li,mp-753014,mp-752626
1410,Li0-5V6O5F19,mp-759524_Li,mp-759524,mp-779337
1411,Li0-11V6O5F19,mp-777793_Li,mp-777793,mp-779345
1412,Li0-1V6O7F5,mp-776355_Li,mp-779909,mp-776355
1413,Li0-11V6O5F19,mp-777521_Li,mp-780624,mp-777521
1414,Li0-11V6O5F19,mp-777270_Li,mp-849412,mp-777270
1415,Li0-1V6O7F5,mp-755268_Li,mp-755268,mp-776385
1416,Li0-3MnV(P2O7)2,mp-759232_Li,mp-774043,mp-850951
1417,Li2-3VO3F,mp-761101_Li,mp-761101,mp-764860
1418,Li0-5V6O5F19,mp-760859_Li,mp-760859,mp-778233
1419,Li0-1Fe(PO3)3,mp-762657_Li,mp-763780,mp-762657
1420,Li0-1VOF3,mp-757620_Li,mp-760178,mp-757620
1421,Li1.5-2VO2F,mp-759243_Li,mp-759574,mp-763051
1422,Li0-1VOF3,mp-764274_Li,mp-764274,mp-771408
1423,Li1-2VOF4,mp-780857_Li,mp-850188,mp-780857
1424,Li2-3VOF5,mp-752498_Li,mp-752498,mp-757350
1425,Li3-4VO3F2,mp-758786_Li,mp-850210,mp-758786
1426,Li0-1V6O7F5,mp-753549_Li,mp-759522,mp-753549
1427,Li3-5VO3F2,mp-753535_Li,mp-761111,mp-753535
1428,Li2-3VO3F,mp-761092_Li,mp-761092,mp-764730
1429,Li1-2VOF4,mp-760189_Li,mp-760189,mp-761271
1430,Li2-3VO3F,mp-760211_Li,mp-760211,mp-764917
1431,Li0-1VOF3,mp-753030_Li,mp-753030,mp-756068
1432,Li0-1VOF3,mp-759440_Li,mp-759983,mp-759440
1433,Li0-1VOF3,mp-760367_Li,mp-760367,mp-764721
1434,Li0-1VOF3,mp-753525_Li,mp-753525,mp-755024
1435,Li0-11V6O5F19,mp-776992_Li,mp-780467,mp-1178094
1436,Li1.5-2VO2F,mp-753128_Li,mp-759955,mp-753128
1437,Li0-1VOF3,mp-759725_Li,mp-759725,mp-764760
1438,Li0-1VOF3,mp-752824_Li,mp-752824,mp-765498
1439,Li3-9V3P8O29,mp-27013_Li,mp-1177582,mp-27013
1440,Li0-1Co2P3O10,mp-504230_Li,mp-540204,mp-504230
1441,Li0-1Co(PO3)3,mp-26015_Li,mp-1101586,mp-26015
1442,Li0-1Co2P3O10,mp-22042_Li,mp-25270,mp-22042
1443,Li0-1NiO2,mp-25210_Li,mp-25210,mp-865631
1444,Li0-1Co(PO3)4,mp-26724_Li,mp-26724,mp-31600
1445,Li0-1Co(PO3)4,mp-26361_Li,mp-584727,mp-26361
1446,Li0-4Cr3P4O15,mp-759101_Li,mp-759101,mp-772300
1447,Li0.4-1.6NiO2,mp-752908_Li,mp-762387,mp-755081
1448,Li0-1Co(PO3)4,mp-26997_Li,mp-26998,mp-26997
1449,Li0-2Co(PO3)4,mp-26359_Li,mp-26432,mp-26359
1450,Li0-1Co(PO3)3,mp-584429_Li,mp-584429,mp-584674
1451,Li0-2Co3(P2O7)2,mp-540469_Li,mp-584339,mp-540469
1452,Li0-1Co3P3O11,mp-25878_Li,mp-25878,mp-584239
1453,Li1-2Co(PO3)4,mp-705277_Li,mp-729135,mp-705277
1454,Li0-1Co2(PO3)5,mp-699346_Li,mp-1101575,mp-1101526
1455,Li0-4Mn3Fe3(TeO8)2,mp-757691_Li,mp-775968,mp-757691
1456,Li1-2NiPO4F,mp-554446_Li,mp-1176633,mp-554446
1457,Li0-3MnFeCo(PO4)3,mp-1176466_Li,mp-1176466,mp-1177625
1458,Li0-3MnFeCo(PO4)3,mp-759618_Li,mp-759618,mp-1177593
1459,Li0-2Co3(P2O7)2,mp-697827_Li,mp-697827,mp-705336
1460,Li0-6Co5(P2O7)4,mp-769575_Li,mp-1178442,mp-769575
1461,Li0-1CoP2O7,mp-26423_Li,mp-540262,mp-26423
1462,Li0-1CoP2O7,mp-26847_Li,mp-697814,mp-26847
1463,Li2-4Co(PO4)2,mp-25995_Li,mp-583967,mp-25995
1464,Li0-3MnFeCo(PO4)3,mp-764869_Li,mp-1176474,mp-764869
1465,Li0-3MnFeCo(PO4)3,mp-1176456_Li,mp-1176456,mp-1177623
1466,Li4-1Mn2Fe3Ni3O16,mp-764933_Li,mp-765636,mp-764933
1467,Li0-3MnFeCo(PO4)3,mp-764870_Li,mp-1176481,mp-764870
1468,Li0-3Co2P5O16,mp-26203_Li,mp-27024,mp-26203
1469,Li0-4Cr2(PO4)3,mp-26045_Li,mp-504291,mp-760100
1470,Li5-6NiO4,mp-756411_Li,mp-774500,mp-756411
1471,Li1-3Co2(PO4)3,mp-758304_Li,mp-758304,mp-775012
1472,Li0-2Co3(P2O7)2,mp-27010_Li,mp-27010,mp-584122
